evolution$generation,humanInformedRatio,humanInformProbability,humanFollowProbability,distance,evolution$samples
8000,0.047632851276287615,0.477044646176994,0.35220715439117484,0.6599999999999966,1
8000,0.06972637836292624,0.7077561316035171,0.5713531379582595,0.6599999999999966,1
8000,0.08269481268387277,0.4159961923957277,0.0,0.6599999999999966,1
8000,0.11442261130104431,0.22249977324176237,0.12452696813077536,0.6599999999999966,1
8000,0.14349176990813536,0.2658048720665556,0.2559096998523832,0.6599999999999966,1
8000,0.09979311612979976,0.48448249977826086,0.17948821415486857,0.6599999999999966,1
8000,0.8769058089121263,0.04841497636317213,0.05856338603716232,0.6599999999999966,1
8000,0.967144455886594,0.0111751656604666,0.686903214080876,0.6599999999999966,1
8000,0.45187794259261627,0.044773812653885976,0.294445435087354,0.6599999999999966,1
8000,0.03560955207067694,0.294341203109323,0.9973390938745286,0.6599999999999966,1
8000,0.06823514969652592,0.41785506354223656,0.18187298764406673,0.6599999999999966,1
8000,0.07725639252870649,0.41494999775065144,0.19374391252352774,0.6599999999999966,1
8000,0.08035328143100519,0.10101597765687692,0.8609708556870624,0.6599999999999966,1
8000,0.35168194426518745,0.11315471780711409,0.20015240099336049,0.6599999999999966,1
8000,0.06125727320471169,0.37919019971108037,0.17453589137374872,0.6599999999999966,1
8000,0.9349366108653576,0.07052494263705532,0.0,0.6599999999999966,1
8000,0.014209651117393474,0.4778222816843134,0.6527083108128292,0.6599999999999966,1
8000,0.2915477453993138,0.08881718683382536,0.7234792249910544,0.6599999999999966,1
8000,0.3496931306895298,0.03026217398784743,1.0,0.6599999999999966,1
8000,0.19674170376166916,0.3109067513939351,0.0,0.6599999999999966,1
8000,0.10652394157230496,0.5283825988849885,0.31904486285662575,0.6599999999999966,1
8000,0.9206007752645325,0.036523713576878544,0.04985598091741592,0.6599999999999966,1
8000,0.06122903640383569,0.3481766663131349,0.1749012064591009,0.6599999999999966,1
8000,0.055659729908112375,0.3806576915631995,0.8398963373350659,0.6599999999999966,1
8000,0.3312175177247114,0.08188205989302716,0.7043752037759472,0.6599999999999966,1
8000,0.12873204892078471,0.11984489121682197,0.7290932768105535,0.6599999999999966,1
8000,0.4969776433682061,0.1357379403874663,0.10390576923860985,0.6599999999999966,1
8000,0.9910683452395472,0.018199190329809396,0.14095762036453088,0.6599999999999966,1
8000,0.12647962525329623,0.5070474920394706,0.25894360056166166,0.6599999999999966,1
8000,0.8719036793111765,0.04820961226265456,0.0,0.6599999999999966,1
8000,0.6024350583782345,0.08380883796236457,0.019915845542215323,0.6599999999999966,1
8000,0.5872154059365124,0.03375088254923344,0.19068015338884994,0.6599999999999966,1
8000,0.8848786666389342,0.020144377263428864,0.4502877197704149,0.6599999999999966,1
8000,0.06742169925956283,0.41899629467879396,0.19522544356276586,0.6599999999999966,1
8000,0.5056492384886921,0.13131693490554208,0.09078206110107505,0.6599999999999966,1
8000,0.33001460483192974,0.5181608482330378,0.16838761791701826,0.6599999999999966,1
8000,1.0,0.02773380979485121,0.15761215639853732,0.6599999999999966,1
8000,0.577726758126499,0.03449231188172473,0.09820535816019679,0.6599999999999966,1
8000,0.08780687781094673,0.35930176023001126,0.43519299740867873,0.6599999999999966,1
8000,0.11760538120019629,0.3446811860341283,0.0,0.6599999999999966,1
8000,0.13879136241081375,0.4015728920275668,0.3864390196532034,0.6599999999999966,1
8000,0.08478073792392395,0.396398512563476,0.8764195787461055,0.6599999999999966,1
8000,0.867915387813102,0.28549594930596467,0.16623361195037764,0.6599999999999966,1
8000,0.31636881322718335,0.6092876892882448,0.6597220714037305,0.6599999999999966,1
8000,0.0969115190890715,0.3519531366783213,0.3257575567510178,0.6599999999999966,1
8000,0.07560379528770515,0.4280805469401186,0.327185497336152,0.6599999999999966,1
8000,0.08184326497540174,0.31259902779210325,0.0040679803316166566,0.6599999999999966,1
8000,0.4062608343080447,0.03224180904294862,0.5975146910010776,0.6599999999999966,1
8000,0.1814937695798675,0.29466150096915483,0.1953263767595238,0.6599999999999966,1
8000,0.5820641308190633,0.015821023327950653,0.5199627425178788,0.6599999999999966,1
8000,0.20025654360765505,0.5553003590033891,0.007101530676490996,0.6599999999999966,1
8000,0.6617902300305659,0.023317987176301284,0.45399156019521925,0.6599999999999966,1
8000,0.115737886988504,0.35974863313507144,0.004112393907185698,0.6599999999999966,1
8000,0.555999943871622,0.0343688207596799,0.18723478291786522,0.6599999999999966,1
8000,0.17984388013141445,0.2953603367359439,0.1965197557178446,0.6599999999999966,1
8000,0.9596231906251538,0.03519134721478279,0.1610715524231306,0.6599999999999966,1
8000,0.04711374620471981,0.4593765619823083,0.13385187202804855,0.6599999999999966,1
8000,0.24963012608077326,0.1192688673158052,0.18694574572736228,0.6599999999999966,1
8000,0.8658454296359751,0.04790652162191821,0.0,0.6599999999999966,1
8000,0.9829611631662895,0.028282776479376274,0.4120370609762758,0.6599999999999966,1
8000,0.17551013473044358,0.05378418494821901,0.9321562805023254,0.6599999999999966,1
8000,0.27098700723225067,0.16103819014238926,0.10694060772157776,0.6599999999999966,1
8000,0.9576086671806395,0.033539693707579823,0.6926701024067689,0.6599999999999966,1
8000,0.13382830290490344,0.36286696318717404,0.009767993023374747,0.6599999999999966,1
8000,0.3329356112273035,0.0334326041199829,0.9097471873759206,0.6599999999999966,1
8000,0.06444740938552128,0.3085561828270806,0.35092105699727766,0.6599999999999966,1
8000,0.12398434164128588,0.519775687665444,0.4017910292537519,0.6599999999999966,1
8000,0.9189824449732541,0.03643357945832544,0.04992734611643164,0.6599999999999966,1
8000,0.19227873330437648,0.3067366988389975,0.0,0.6599999999999966,1
8000,0.4133017034294702,0.10299469536959174,0.1883558629446045,0.6599999999999966,1
8000,0.06478196829980923,0.3689999603950134,0.0,0.6599999999999966,1
8000,0.9594452347047929,0.03682875784102707,0.14271044824225543,0.6599999999999966,1
8000,0.08568901767145165,0.428664846281111,0.19020365903668746,0.6599999999999966,1
8000,0.1109154421723332,0.1608828058280518,0.13748007667200632,0.6599999999999966,1
8000,0.8779014228982651,0.03982764703374881,0.2899719009227194,0.6599999999999966,1
8000,0.05438861921918993,0.11014427597781304,0.3034627606792527,0.6599999999999966,1
8000,0.9792286960672892,0.016507160305123454,0.6895498731974876,0.6599999999999966,1
8000,0.06888871439886185,0.5107084628982204,0.3278363479777735,0.6599999999999966,1
8000,0.10409694945731973,0.30937885418576144,0.3604446392537572,0.6599999999999966,1
8000,0.6963242572318266,0.029416076831148472,0.06379369846029022,0.6599999999999966,1
8000,0.08328663510279295,0.5250549337653126,0.37352901397578453,0.6599999999999966,1
8000,0.11598137803609133,0.3458818953919005,0.0019013888904595583,0.6599999999999966,1
8000,0.08661734895438601,0.4286636193922689,0.1822544689350698,0.6599999999999966,1
8000,0.9161726883427721,0.0706260106011308,0.0,0.6599999999999966,1
8000,0.32926737292682473,0.04706790597288147,0.93702247752701,0.6599999999999966,1
8000,0.34746971445006103,0.03620617977808964,0.916888576784916,0.6599999999999966,1
8000,0.23602051690709885,0.4689462066237888,0.281940230970446,0.6599999999999966,1
8000,0.2840476064702634,0.03235736780861821,0.9076847853367043,0.6599999999999966,1
8000,0.9648514088101307,0.06951760032171765,0.0,0.6599999999999966,1
8000,1.0,0.07255632505600201,0.6932943638824212,0.6599999999999966,1
8000,0.880415127488102,0.02381307491987306,0.14311515182766915,0.6599999999999966,1
8000,0.029968905191499168,1.0,0.42281973669523754,0.6599999999999966,1
8000,0.623681765225047,0.02973640748180717,0.16247183193720677,0.6599999999999966,1
8000,0.24597179243287493,0.10647438727564397,0.30825247718148224,0.6599999999999966,1
8000,0.06467351534428976,0.2858861004301614,0.27438753678002364,0.6599999999999966,1
8000,0.571983419427044,0.07407005289146895,0.359534459107008,0.6599999999999966,1
8000,0.4521828147446701,0.04869241632702281,0.15573684106317884,0.6599999999999966,1
8000,0.19177721690937422,0.31066763232105593,0.0,0.6599999999999966,1
8000,0.47613223382650244,0.10094554105202391,0.00941344171184408,0.6599999999999966,1
8000,0.11679170109398013,0.24741183637513622,0.14016260670300706,0.6599999999999966,1
8000,0.49659643393292247,0.053850294405581,0.46025184589509227,0.6599999999999966,1
8000,0.05070574588422177,0.7030057245104424,0.5614653166784895,0.6599999999999966,1
8000,0.03857896826324389,0.2990245201239665,1.0,0.6599999999999966,1
8000,0.6634948945556108,0.02531903659447559,0.4440754161366175,0.6599999999999966,1
8000,0.8863037853805664,0.038915101271996495,0.04763336801486497,0.6599999999999966,1
8000,0.05772490043441985,0.3722177951553985,1.0,0.6599999999999966,1
8000,0.07668224803002331,0.2646092474303129,0.2575046789170463,0.6599999999999966,1
8000,0.3121566303011638,0.09047571656474293,0.17348455390468487,0.6599999999999966,1
8000,0.06302275814124658,0.15111018429488024,0.08394456783507315,0.6599999999999966,1
8000,0.07380078489134136,0.38151462429346006,0.15207867303739853,0.6599999999999966,1
8000,0.045407873504670446,0.4708610984690324,0.2868242367067256,0.6599999999999966,1
8000,0.4121035154413767,0.06693257060316049,0.1552085581828234,0.6599999999999966,1
8000,0.09688425515197399,0.27243334306545736,0.2807895559015606,0.6599999999999966,1
8000,0.2502772173211252,0.11403795046781831,0.22437253971772897,0.6599999999999966,1
8000,0.9159700388248307,0.035054355046771464,0.04961867884179582,0.6599999999999966,1
8000,0.41760128045606315,0.10277804314520442,0.20053623855819522,0.6599999999999966,1
8000,0.08622363023248336,0.31687968635882163,0.0,0.6599999999999966,1
8000,0.13596269887116424,0.24529613370720338,0.26907174460608,0.6599999999999966,1
8000,0.04162216892751095,0.29421393866690243,0.996256007979556,0.6599999999999966,1
8000,0.14871105784713806,0.2589792835969161,0.2686349999412504,0.6599999999999966,1
8000,0.26757302477097844,0.11248621130101391,0.1657677884091837,0.6599999999999966,1
8000,0.07827552828288012,0.4179514557389278,0.34171842768941996,0.6599999999999966,1
8000,0.2606486437968322,0.08465819537370503,0.006901634087323243,0.6599999999999966,1
8000,0.42816759175214997,0.04848534389677349,0.15320988596529436,0.6599999999999966,1
8000,0.9746244402526745,0.03651215259905393,0.14001873083314964,0.6599999999999966,1
8000,0.8808551843194949,0.030294261230907425,0.05545997851541812,0.6599999999999966,1
8000,0.047427604753685904,0.4098400895997027,0.7723379537799063,0.6599999999999966,1
8000,0.1406412296336477,0.13384236757349033,0.21799015112267806,0.6599999999999966,1
8000,0.22964491029544282,0.11401006306397778,0.19564929034260287,0.6599999999999966,1
8000,0.07257685713869716,0.3830727865444999,0.28749615878374424,0.6599999999999966,1
8000,0.09767129498943256,0.5246944842121612,0.2576847392180836,0.6599999999999966,1
8000,0.4276507383118437,0.047044508365019375,0.15160965725084574,0.6599999999999966,1
8000,0.9337757491455142,0.02612656049399721,0.11712450309413594,0.6599999999999966,1
8000,0.3439752049150594,0.030643126249295383,1.0,0.6599999999999966,1
8000,0.24603583352616923,0.11325451153428734,0.2775691707526715,0.6599999999999966,1
8000,0.06798509734272735,0.4148739636583847,0.18081044263470686,0.6599999999999966,1
8000,0.09948435450453832,0.3811306399725005,0.19002496863511248,0.6599999999999966,1
8000,0.04267483744970875,0.5136395607555766,0.2459925935298422,0.6599999999999966,1
8000,0.420914279548,0.0943703697274255,0.133632838111766,0.6599999999999966,1
8000,0.5826413216829706,0.030902208391957068,0.5089167862984441,0.6599999999999966,1
8000,0.1876324967015596,0.3073498265591439,0.0,0.6599999999999966,1
8000,0.2639571516324848,0.08390769413961954,0.007650050911690016,0.6599999999999966,1
8000,0.06019931563444175,0.2849023497150546,0.2739868935259581,0.6599999999999966,1
8000,0.33025571786378155,0.0738733034004948,0.7118863290731865,0.6599999999999966,1
8000,0.08173004061847818,0.38402143820036483,0.1801864133569601,0.6599999999999966,1
8000,0.25282747417562196,0.1136794926682983,0.17143650888509168,0.6599999999999966,1
8000,0.8131367793382447,0.24759086965177324,0.0,0.6599999999999966,1
8000,0.9511701265954382,0.03530182770409595,0.2669097742085064,0.6599999999999966,1
8000,0.03809584396427465,0.4832210892956015,0.34311756911239094,0.6599999999999966,1
8000,0.05596029862539225,0.43524233089334863,0.17537937299733805,0.6599999999999966,1
8000,0.07610643856466792,0.5200175109086993,0.2732829950468094,0.6599999999999966,1
8000,0.053751241606096345,0.37441497998428114,0.0,0.6599999999999966,1
8000,0.0327466220560309,1.0,0.9863964323651218,0.6599999999999966,1
8000,0.33216927133529517,0.05270570091854915,0.2974102777698844,0.6599999999999966,1
8000,0.6010015235788965,0.03682020545121789,0.495735587912072,0.6599999999999966,1
8000,0.9345672467324793,0.02615565547856277,0.11857816566480565,0.6599999999999966,1
8000,0.4817723516841178,0.07375140889617415,0.015192000005322094,0.6599999999999966,1
8000,0.27974241523577525,0.03128911620358724,0.7126983674394514,0.6599999999999966,1
8000,0.07934228110300362,0.34455024555364416,0.013551820396385666,0.6599999999999966,1
8000,0.26024827821086155,0.08875317753380974,0.2889114173950821,0.6599999999999966,1
8000,0.28707329617827376,0.030717607508446133,0.9044063453630404,0.6599999999999966,1
8000,0.6047848773582839,0.0396644123782072,0.16138430909221818,0.6599999999999966,1
8000,0.6816255625277844,0.023215482780033138,0.45113593909093375,0.6599999999999966,1
8000,0.4163491257949054,0.07306115085485895,0.15368069893344122,0.6599999999999966,1
8000,0.06512340824335763,0.3406087179012295,0.0,0.6599999999999966,1
8000,0.13783181439701606,0.42931701227886376,0.4296651750268271,0.6599999999999966,1
