evolution$generation,redCrossSize,redCrossActivationDelay,redCrossEfficiencyProbability,redCrossExhaustionProbability,zombies,halfRescued,rescued,pursued,evolution$samples
5300,73,10,0.9652718562655239,0.6706848435516511,63.0,100.0,131.0,13064.0,3
5300,0,8,0.9613336702481887,0.634731765285034,101.0,111.0,150.0,5517.0,1
5300,18,10,1.0,0.9950889863653329,0.0,83.0,105.0,21085.0,1
5300,70,7,1.0,1.0,0.0,83.0,121.0,7700.0,1
5300,59,8,0.9984670890583927,0.6867653608967572,0.0,157.0,174.0,2588.0,1
5300,55,3,0.9603161408985229,0.6817144811878318,67.0,91.0,129.0,11104.0,3
5300,80,9,1.0,0.8235147125713413,0.0,129.5,137.5,5943.0,4
5300,73,4,0.944842698780014,0.48534355848177413,76.5,104.5,129.5,11805.0,4
5300,3,10,0.9980437997795244,0.6495998110225342,106.0,77.0,110.0,16376.0,5
5300,80,9,0.9659869464819826,0.804347904713317,75.0,142.0,101.0,18782.0,1
5300,5,1,0.9985447547289756,0.7003530111673947,33.5,122.0,157.5,14623.5,4
5300,75,8,0.9808622494352669,0.9589798604067619,75.5,84.0,90.0,15746.5,2
5300,33,10,0.8277554497698676,0.584994520211364,73.0,118.0,174.0,4965.0,1
5300,35,8,0.9996057716699444,0.5778497560042101,0.0,149.0,199.0,3894.0,1
5300,26,10,0.8032971016261392,0.6367713763594206,97.0,174.0,154.0,8359.0,1
5300,18,0,0.9981242902431571,1.0,0.0,108.5,205.5,6496.5,2
5300,7,9,0.9999645159222189,0.536906716506456,14.0,72.5,126.5,16955.5,6
5300,30,2,0.9813773051414294,0.46475227400222213,149.0,44.0,73.0,15008.0,1
5300,68,9,0.9987381882092569,0.7423095661715957,0.0,68.0,158.0,5243.0,1
5300,3,9,1.0,0.760096111513562,27.5,63.5,123.0,19477.0,2
5300,4,6,0.9997720891836696,0.710409157845113,62.0,95.5,121.0,16961.5,2
5300,70,3,0.9280409242599822,0.6401784078226318,99.5,87.0,124.0,9900.5,8
5300,75,3,1.0,0.8089201187440559,0.0,84.0,169.0,1263.0,8
5300,13,1,1.0,0.9999608115559631,0.0,80.0,223.0,2607.5,2
5300,78,7,0.8,0.7139420318987152,142.0,76.0,102.0,7993.0,7
5300,4,7,1.0,0.5742146021472554,13.0,61.5,109.5,26936.5,4
5300,8,3,0.9981108511212529,0.9942494194767717,23.0,73.0,119.0,16861.0,5
5300,3,3,0.9998941085151456,0.745245248433607,89.0,114.0,105.0,15944.0,1
5300,60,5,0.8086474421906633,0.4661718395077644,147.5,93.5,98.0,8285.0,2
5300,18,0,0.9912010357144895,1.0,122.0,59.0,67.0,18060.0,1
5300,2,5,0.9955766570967992,0.8760965230564708,119.5,77.0,95.0,21070.0,2
5300,2,4,1.0,0.45,92.0,79.0,77.0,30063.0,1
5300,2,3,1.0,0.5420014957126265,79.0,69.0,140.0,15993.0,3
5300,65,2,0.9765580478523601,0.5893807355242373,13.0,124.0,129.0,13966.0,1
5300,76,9,0.9585021034621326,0.6532700226202642,110.5,80.0,78.0,14542.5,4
5300,58,8,0.9335983539084033,1.0,70.0,58.0,172.0,4490.0,1
5300,3,7,0.9794463657226746,0.9582983924548807,146.0,52.0,98.0,10151.0,1
5300,47,4,0.9643747659597863,0.897953668663098,77.0,105.0,144.0,9323.0,3
5300,16,4,0.999876206415502,0.7059241684189418,0.5,111.0,116.5,19739.0,2
5300,3,6,1.0,0.46628663829568734,66.0,66.0,153.0,8952.0,5
5300,67,7,1.0,0.8365847664363241,0.0,145.0,66.0,14730.0,1
5300,1,6,0.9891741668013885,0.6125280304462609,206.0,52.0,46.0,13945.0,1
5300,9,9,1.0,0.8996131113676716,1.0,130.0,206.0,8231.0,1
5300,80,6,0.9487481618081678,1.0,99.0,206.0,104.0,15213.0,1
5300,74,5,1.0,0.6661891871044561,0.0,118.0,95.0,10951.0,1
5300,65,7,0.9669848443847368,0.6593870855540304,34.0,155.0,166.0,10733.0,1
5300,22,2,1.0,0.8364046631224178,0.0,115.0,213.0,2815.0,1
5300,9,4,1.0,0.9542879959603083,0.0,70.0,169.0,12067.0,1
5300,6,7,1.0,0.8485223585841335,11.0,69.0,136.0,17792.0,6
5300,6,4,0.9810732311791679,0.8080101394681287,129.0,44.0,117.0,9203.0,1
5300,80,10,0.9813570177879373,0.6424825745129831,18.0,95.0,124.0,13968.0,1
5300,38,1,0.9924804825744478,0.5320843453510182,0.0,123.0,208.0,570.0,1
5300,25,5,0.944233060709538,0.9962186383512956,84.0,69.0,161.0,11861.0,1
5300,80,1,1.0,0.9091009081673105,0.0,87.0,140.0,2493.0,1
5300,6,2,0.9743692947698284,1.0,98.0,106.0,146.0,7771.0,1
5300,54,6,0.8944848893740242,0.6721935642690722,161.0,41.0,74.0,13595.0,1
5300,77,8,0.9502002180176246,0.528115467389801,107.0,73.0,101.0,13765.5,4
5300,21,3,1.0,0.554159950118277,0.0,96.0,74.0,19874.0,1
5300,3,9,0.9423044851311274,1.0,125.0,94.0,127.0,7361.5,2
5300,67,8,0.9891581271983485,0.9466936551264485,2.0,92.0,147.0,8641.0,13
5300,33,8,1.0,0.9091446649625068,0.0,76.5,92.0,15662.0,2
5300,5,7,0.84330480093358,0.8967199665208532,125.5,51.5,126.0,8868.0,2
5300,40,10,0.8447896892996393,0.5008339902470298,162.0,130.0,79.0,12261.0,1
5300,10,7,1.0,0.8386357388337249,1.0,73.0,98.0,19261.0,1
5300,20,0,0.898282450761683,0.6770644439424092,175.0,29.0,73.0,12131.0,1
5300,68,10,0.9968018864317187,0.5892071654094613,0.0,111.0,120.0,11013.0,3
5300,72,5,0.9384153484411006,0.8420771558655926,165.0,48.0,62.0,16406.0,1
5300,71,7,0.9924145013259352,0.4849500446413435,0.5,81.0,115.0,11629.0,4
5300,43,6,0.9992102812395123,0.654832587003289,0.0,58.0,158.0,6487.0,1
5300,18,9,1.0,0.8281910566678725,0.0,96.0,156.0,12437.0,5
5300,80,8,0.9946652980771893,0.7762767260436076,0.0,224.0,119.0,9020.0,1
5300,2,1,1.0,0.7754043686546603,51.0,71.0,99.0,28829.0,1
5300,4,8,1.0,0.8042903330942294,113.0,85.0,66.0,20077.0,1
5300,79,6,0.8228919029427404,0.7645386185870007,176.0,43.0,67.0,12531.0,3
5300,30,4,0.9250051596451052,1.0,96.0,57.0,146.0,7192.0,3
5300,6,10,0.9999614058991233,0.6543641375950315,18.0,137.0,162.0,13567.0,1
5300,21,8,0.8052475887283702,0.6543039734796597,77.0,91.0,175.0,5762.0,1
5300,5,3,0.9846921290774414,0.5966802820339702,57.0,106.0,191.0,3296.0,1
5300,78,10,0.8027759979729678,0.5486952605652052,219.0,63.0,29.0,13331.0,1
5300,18,1,0.999807668837889,0.6952158202683574,0.0,91.5,213.0,3468.0,8
5300,77,6,0.8125176374442398,1.0,150.0,109.0,91.0,9618.0,3
5300,7,5,1.0,1.0,3.0,71.0,166.0,13645.0,31
5300,12,3,1.0,0.6430603498173242,2.5,59.5,186.5,8115.0,2
5300,73,9,1.0,0.9752350550430293,0.0,98.0,84.0,11215.0,1
5300,7,0,1.0,0.6688249733768302,3.5,121.5,200.0,9119.5,2
5300,53,7,0.982142381670575,0.8209546615250332,12.0,98.0,152.0,10669.0,5
5300,43,0,0.9495033344954508,0.938634229785885,49.5,72.5,174.0,5676.5,12
5300,1,10,1.0,0.6738765078838272,75.0,64.0,115.0,11584.0,5
5300,4,1,0.9861497179734791,0.7877985163635717,109.0,137.0,136.0,8979.0,1
5300,70,6,0.9586326190587221,0.9942212139992204,39.0,70.0,174.0,6005.0,1
5300,72,8,0.9543558275106248,0.7536527217949546,102.0,137.0,115.0,10906.0,1
5300,46,5,0.9997201814465735,0.7301783492580849,0.0,176.0,131.0,10394.0,1
5300,43,5,1.0,0.5244085957922877,0.0,136.0,135.0,8196.0,1
5300,2,1,0.9230223109507287,0.9983948102813323,126.0,92.0,126.0,6331.0,1
5300,28,6,0.9965274475318984,0.503142733200309,1.0,61.0,68.0,27492.0,1
5300,80,2,0.9638275711600686,0.6589067381758935,68.0,112.0,124.0,11563.0,2
5300,46,2,0.9877413976270062,1.0,6.0,155.0,144.0,14491.0,1
5300,9,0,0.8839795581544785,0.8852327874858086,102.0,90.0,151.0,5612.0,1
5300,7,4,0.9933824581117379,0.492781564811018,63.0,96.0,99.0,21432.0,1
5300,54,7,0.8190734223218424,0.8074396568633991,209.0,87.0,30.0,16211.0,1
5300,24,10,0.9491174858460556,1.0,77.0,97.0,168.0,4956.0,1
5300,75,9,0.9717371073573919,0.9930015937822845,59.0,99.0,142.0,9302.0,3
5300,42,4,0.9911547344958381,0.5861801210797081,27.0,52.0,109.0,17366.0,1
5300,72,6,0.9770951427257046,0.89513678406312,92.0,72.0,39.0,22348.0,1
5300,1,8,0.9992121961591249,0.6149804804378576,76.0,63.0,130.0,19452.0,1
5300,4,6,0.8734898336797507,0.7184120025455332,151.5,65.5,100.5,10990.0,4
5300,5,5,0.995822732389767,0.7954597652154087,86.0,66.0,129.0,14586.0,2
5300,3,3,0.9999650315312584,0.7047009759601255,24.0,60.5,153.0,16424.0,8
5300,4,1,1.0,0.5563217995828387,1.0,94.0,206.0,7425.0,1
5300,77,9,0.9889100502856472,0.8456977315176109,40.0,166.0,80.0,20819.0,1
5300,42,10,0.9448541139173785,0.7548505234534049,172.0,63.0,48.0,13235.0,1
5300,28,5,0.9618223978966955,0.8407156655857502,79.5,97.0,155.5,9045.0,2
5300,1,6,0.9868504674792382,0.5766567370144516,25.0,85.0,229.0,1434.0,1
5300,25,3,0.8,0.5411273154055886,126.0,86.0,125.0,9854.0,1
5300,73,2,0.9625980899701655,1.0,26.0,71.0,161.0,8547.0,1
5300,2,9,0.9997066694695744,0.9911372686125732,83.0,68.0,101.0,21090.0,3
5300,17,10,0.9961056896703939,0.5865488322206543,55.0,369.0,121.0,16123.0,1
5300,64,3,0.8267957620382607,0.8434813653245373,138.5,135.0,102.0,12462.5,2
5300,7,4,0.8171161855908743,0.6140855791214812,159.0,65.5,94.5,13745.0,2
5300,79,8,0.9342854962456426,1.0,123.0,72.0,74.0,12929.0,1
5300,71,8,0.9770488664715778,0.853200523116513,67.0,81.0,96.0,13209.0,3
5300,80,9,0.9076223460558439,0.9995943327072765,105.0,76.0,123.5,8676.0,16
5300,46,2,0.8942965576208624,0.48382998281519235,88.0,101.0,161.0,3842.0,1
5300,16,8,0.9865394938500308,1.0,27.0,110.0,187.5,6959.5,2
5300,80,7,0.9949806413423675,0.5633610859139317,2.0,78.0,86.0,13551.0,1
5300,13,6,0.969213519427191,0.94232489429613,95.0,112.0,132.0,10394.0,2
5300,5,3,0.9993562032970335,0.5760872342150154,7.0,60.0,83.0,25904.0,1
5300,0,3,0.9189218334971494,0.992954928151097,135.0,63.0,118.0,17971.0,1
5300,75,10,0.9764724420713259,0.8297405781117496,27.0,74.0,147.0,10030.0,5
5300,2,7,1.0,0.8140017711171632,70.0,63.0,78.0,24767.0,1
5300,62,9,0.9018733938208122,0.6608783179016154,96.0,114.0,133.0,6752.0,1
5300,51,10,0.9972950281113817,0.768049398720827,0.0,81.5,142.0,10217.5,6
5300,2,2,0.9998321043475595,0.7917185957674178,16.0,59.0,195.0,11102.0,1
5300,0,4,0.9933553151352903,0.7606371357914878,120.5,62.0,131.0,7455.0,4
5300,5,5,0.9999999896810686,0.9604268858720275,93.0,84.0,97.0,17252.0,1
5300,1,2,0.9953682283164976,0.8077037749596421,118.0,130.0,128.0,13190.0,1
5300,65,9,0.9762438302464704,0.8592362124902585,81.0,77.0,91.0,14298.0,3
5300,3,7,0.998625512090475,0.7556567186946229,52.0,91.0,154.5,15002.5,2
5300,10,8,0.9914088118698272,0.6355046019043117,82.0,56.0,136.0,14197.0,3
5300,10,5,0.9897066539574562,0.7123340910180749,156.0,63.5,75.5,16634.5,2
5300,2,4,0.9964668169231616,0.9962955646931912,82.0,60.0,140.0,10262.0,9
5300,14,7,1.0,0.773336737492252,1.0,103.0,148.0,12444.0,1
5300,66,10,0.8036011097382039,0.6318771133278028,93.0,100.0,147.0,4453.0,1
5300,41,10,0.9931105285581296,0.6634185899348464,7.0,130.0,169.0,9562.0,1
5300,23,6,1.0,0.565998557957015,0.0,58.0,80.0,21748.0,1
5300,3,9,0.9988881615410418,0.5734354536887967,89.0,97.0,127.0,15085.0,1
5300,33,3,0.9794221547041332,0.8319347279002165,38.0,61.0,190.0,7194.0,1
5300,9,10,0.9982473351183839,0.9074644547493873,43.0,80.0,67.0,24096.0,1
5300,30,5,0.9578285407083891,0.45,62.5,80.5,173.0,6051.5,2
5300,23,4,1.0,0.6217095423892759,0.0,80.5,203.5,4007.5,14
5300,10,1,0.8885211831565117,0.5997892969428111,101.0,68.0,150.0,9901.0,1
5300,3,5,0.9970410169805488,0.5900126624399092,94.0,80.0,152.0,12870.0,5
5300,31,4,0.9629702349061733,0.5074128742834664,104.5,62.5,112.5,11874.5,2
5300,55,6,0.8141331207467829,0.45664861969627196,124.0,77.0,118.0,6506.0,11
5300,12,3,0.983501474930321,0.6730776249530939,57.0,121.0,179.0,7404.5,4
5300,49,6,0.9853319907702112,0.8362898654842341,21.0,120.0,156.5,11255.5,4
5300,28,5,1.0,0.7288050782134374,0.0,90.0,116.0,14688.0,1
5300,61,10,0.9609945967221237,0.6832831503188617,121.0,101.0,73.0,18394.0,1
5300,3,7,0.9991748271258287,0.8897864817131946,106.0,72.0,72.0,23134.0,1
5300,43,10,0.9948866358508734,0.5831720675783715,7.0,53.0,124.0,14494.0,1
5300,7,9,1.0,0.4765534131438462,10.0,57.0,112.0,18520.0,1
5300,3,2,1.0,0.839335679396407,15.0,68.0,109.0,31074.0,1
5300,37,8,1.0,0.45,0.0,72.0,97.0,15907.0,1
5300,7,3,0.9974645305614929,0.9959731968097185,64.0,58.0,137.0,13878.0,1
5300,3,10,0.999540818740982,0.7121292632893745,141.0,57.0,80.0,18097.0,1
5300,0,3,0.9850323324603156,1.0,103.0,60.0,151.0,7799.0,3
5300,8,5,0.9992671794161019,0.5448229896830955,6.0,136.0,143.0,21172.0,1
5300,3,9,0.9286138442509664,1.0,158.0,104.0,91.0,16098.0,1
5300,14,4,0.9793052250452263,0.568309306494764,183.0,88.0,43.0,20158.0,1
5300,74,10,0.9785496560863864,0.8269085918597565,86.0,79.0,70.0,16385.0,1
5300,3,8,0.9916815383102799,0.601726126776826,148.0,89.0,87.0,13843.0,5
5300,17,0,0.9998735717366055,0.9841855781884019,0.0,72.0,218.0,2331.0,7
5300,56,9,0.9823643546500869,0.5347404768116241,41.0,103.0,99.0,14410.0,1
5300,3,1,0.9999850571077896,1.0,74.0,52.0,60.0,27741.0,1
5300,79,2,0.942051256256869,0.9987066026440514,73.5,85.0,123.0,8904.0,2
5300,1,6,0.8,0.607846968881204,153.0,54.0,100.0,12081.0,1
5300,77,5,0.9999225760704413,1.0,0.0,92.0,123.0,6148.0,1
5300,3,7,1.0,0.8362366227296907,83.5,73.5,75.5,23866.5,2
5300,5,2,0.9914765088406525,0.5903026463796763,146.5,77.5,74.0,16604.5,2
5300,79,7,0.9157272309437446,0.8203102499596451,140.0,74.0,73.0,13538.0,1
5300,76,6,0.9912133989369539,0.6803253133489259,0.0,78.5,122.0,10575.5,2
5300,2,6,0.9986051065644262,0.5490821151310773,61.0,62.5,126.0,17831.0,4
5300,3,9,0.9996145078152352,0.688981113515255,94.0,60.0,125.0,18236.0,1
5300,1,7,0.9999999709017511,0.9465124379288954,59.0,57.0,141.0,13398.0,1
5300,3,9,0.9996518441295457,0.49008718088606595,72.0,55.0,93.0,27925.0,1
5300,73,10,0.970424859257023,0.7156054130958087,122.0,65.0,72.0,16235.0,1
5300,46,10,1.0,0.5699587197145264,0.0,109.0,101.5,17670.5,2
5300,2,0,1.0,0.9938831634641794,61.5,90.0,92.0,29613.0,2
5300,80,5,0.9998756676831015,0.8610077533241647,0.0,133.0,147.0,2045.0,1
5300,0,0,0.9129229484756052,0.9140070707721248,104.0,75.0,150.0,8178.0,3
5300,25,1,0.8802065448930991,0.8345293518726367,109.0,69.0,129.0,13482.0,1
5300,77,3,0.9542320660069697,0.7534637151030057,68.0,74.0,122.0,11048.0,1
5300,1,7,1.0,0.888687391461149,54.0,69.0,163.0,5910.0,5
5300,62,8,0.8,0.5190200584446246,217.0,60.0,24.0,15607.0,1
5300,2,0,0.8329656494867427,0.45,101.0,64.0,152.0,8122.0,1
5300,40,8,0.8496435008728875,0.643549166844219,99.0,127.0,149.0,6485.0,1
5300,0,4,0.9595740214161177,0.772713277391557,100.0,86.0,153.0,6056.0,5
5300,1,9,1.0,0.8062231527486252,126.0,104.0,125.0,12608.0,1
5300,68,9,1.0,0.8131200850388148,0.0,112.0,124.0,6503.0,1
5300,73,1,0.9609380294981649,0.6793868010357659,49.0,189.0,141.0,10769.0,1
5300,41,4,0.9968522978331988,0.9419364897857186,0.0,153.0,185.0,5332.0,1
5300,59,9,0.9972888703834881,0.6528334066775836,0.0,128.5,166.0,5572.5,2
5300,14,3,0.9986961529084838,0.641853547521257,6.5,113.5,133.5,18415.5,2
5300,49,9,0.998944176437808,0.9940702670691262,0.0,204.0,125.0,9956.0,1
5300,5,8,0.9994217220744116,0.9775995261043533,38.0,91.0,122.0,21068.0,1
5300,1,1,0.9996912464727667,0.8992024111176005,63.0,130.0,161.0,12339.0,1
5300,79,9,0.9817478907325506,1.0,24.5,103.5,131.5,13620.5,6
5300,6,4,0.9999902603761874,0.6777559738939696,7.0,96.5,125.5,21167.0,2
5300,19,1,0.9922016291062926,0.5857978830239923,9.0,70.0,206.0,6067.0,1
5300,5,3,0.8015514765336809,0.4625960588290466,150.0,83.0,100.0,10252.0,1
5300,6,1,0.9996524320718234,0.6534069223419482,31.0,56.0,132.0,16708.0,3
5300,5,1,0.9716280713362959,0.9955590825943073,156.5,76.0,75.5,16122.0,2
5300,79,8,1.0,0.9960412532079268,0.0,142.0,96.0,9154.0,1
5300,1,5,0.9981714698052082,0.9254902775889831,75.0,120.0,140.0,10854.0,1
5300,9,10,0.8668945020696345,0.6951362077138858,85.5,78.5,166.5,6432.5,2
5300,1,0,1.0,0.8238665826659377,103.0,60.0,74.0,21666.0,1
5300,4,6,0.8651559593899838,0.7348147737288666,100.0,121.0,154.0,7461.0,1
5300,8,3,1.0,0.8326360455673314,2.0,49.0,100.0,32571.0,1
5300,71,5,1.0,0.4624604599545609,0.0,141.0,136.0,5347.0,1
5300,69,0,0.9730855247025101,0.7391715936664507,49.5,123.0,148.5,8692.5,2
5300,41,1,0.8,0.6083049277344641,76.0,58.0,176.0,3514.0,1
5300,51,8,1.0,0.6951219346683992,0.0,130.0,183.0,3144.0,1
5300,2,6,1.0,0.9444161528301863,134.0,66.0,85.0,20048.0,1
5300,16,7,1.0,0.5439201724947955,2.0,127.0,156.5,13218.5,2
5300,8,4,1.0,0.46928065126901436,4.0,95.0,109.0,27140.0,1
5300,26,5,0.994607184745854,0.7087303311358669,16.0,81.5,123.5,17479.0,2
5300,5,0,0.9880749373070461,0.8932175496587447,73.5,59.0,154.5,9545.0,4
5300,9,7,0.9999874590069251,0.5582126401085153,0.0,95.0,230.0,1819.0,1
5300,1,5,1.0,0.6848463150129864,105.0,63.0,110.0,16729.0,1
5300,30,9,0.9791030769781067,1.0,57.0,153.0,147.0,11179.0,1
5300,47,4,0.9844861883064125,0.6287288340521794,19.0,80.0,174.0,7453.0,11
5300,53,6,0.9850755016491035,0.6387571103403098,48.0,63.0,115.0,13661.0,1
5300,68,9,0.9998054820736502,0.6743290618050218,0.0,152.0,134.0,7724.0,1
5300,62,7,1.0,0.7249447291261939,0.0,61.0,119.0,8727.0,1
5300,53,4,0.9908187386886871,0.9007402454416364,36.5,92.0,125.0,13835.5,2
5300,54,6,0.9014484497184122,0.673219292619053,169.0,149.0,70.0,14848.0,1
5300,25,10,1.0,0.5757271184633679,0.0,128.0,159.0,10976.5,2
5300,6,6,1.0,0.8502866797386448,5.5,74.0,180.5,14195.0,2
5300,74,10,0.8992679622232043,0.9735644961824508,144.0,39.0,91.0,10823.0,1
5300,44,10,1.0,0.9163794883977082,0.0,93.0,81.0,20141.0,1
5300,29,0,0.9729809391628791,0.68173490938748,42.0,93.5,176.5,9527.0,4
5300,49,3,0.9817370325287703,0.8670954732513554,117.0,79.0,54.0,18429.0,1
5300,2,9,0.9996380090194019,1.0,41.0,62.0,135.0,19506.0,1
5300,2,1,1.0,0.7902561619242312,43.0,71.0,166.5,11464.0,4
5300,38,6,1.0,0.45918689717200123,0.0,89.0,167.0,7956.0,13
5300,66,6,0.8548166158842231,0.6338975645299108,67.0,76.0,173.0,4085.0,1
5300,0,0,1.0,0.556174707655875,128.0,54.0,126.0,9004.0,1
5300,15,8,1.0,0.6258137054690316,0.0,73.0,116.0,20441.0,7
5300,39,3,1.0,0.8057825910780003,0.0,72.0,104.0,12415.0,1
5300,74,6,0.8527308218381939,0.8698192348745116,174.0,48.0,70.0,8539.0,1
5300,2,0,0.9811911567839446,0.5059025134690975,77.0,65.0,175.0,3116.0,1
5300,9,7,1.0,0.8549229961147768,2.5,79.5,134.0,19415.5,10
5300,18,0,0.9896319109381966,0.9946483175760641,35.0,53.0,147.0,11049.0,1
5300,6,9,1.0,0.5831714717619327,38.0,94.5,134.5,14973.5,2
5300,79,8,0.9585882770160431,0.5031246214574167,144.0,79.0,67.0,15289.0,1
5300,7,9,0.8653878614453834,0.45,119.0,74.0,128.0,10170.0,3
5300,7,4,0.9802429093582556,0.8342531760918533,166.0,81.0,61.0,19551.0,1
5300,4,6,1.0,1.0,21.5,71.5,159.5,15411.5,34
5300,40,6,0.9385433830604082,0.8115230585686901,124.0,67.0,97.0,12032.0,3
5300,16,6,1.0,0.7502632308903359,4.0,77.0,96.0,22150.0,1
5300,25,6,0.9865426882891645,0.8316016165361997,98.0,52.0,96.0,14278.0,1
5300,71,6,0.884052874876026,0.6203619305652515,133.0,115.5,106.5,11533.5,2
5300,53,5,0.9829903204058751,0.5807216438619731,29.0,97.0,155.0,10591.0,7
5300,5,5,1.0,0.45,0.0,93.0,225.0,3059.0,1
5300,69,3,0.8131505906417635,1.0,179.0,61.0,65.0,9827.0,3
5300,40,10,0.8803807477468621,0.5937001712147871,131.0,131.0,109.0,11537.0,1
5300,35,9,0.9855596520401293,0.9465837571531962,63.0,130.0,119.0,12419.0,1
5300,78,8,1.0,0.493686023114661,0.0,139.0,164.0,2129.0,3
5300,80,9,0.8942566174584695,0.47527859473498313,179.0,78.0,62.0,12315.0,3
5300,9,10,0.9999999612963631,0.6425444945154284,30.0,59.5,77.0,28954.0,2
5300,1,3,1.0,0.9784866572644566,35.0,72.0,178.0,9973.0,6
5300,3,6,0.9657999924452215,0.855617811756378,52.0,54.0,201.0,4020.0,1
5300,1,1,1.0,0.45,73.0,67.0,130.0,15101.0,5
5300,9,8,0.965364706675971,1.0,147.0,112.0,97.0,8295.0,1
5300,5,9,0.9842593824760419,0.8404793113238654,97.0,92.0,151.0,9579.0,1
5300,29,3,0.9909974227262417,0.6862906414155212,12.0,76.0,177.0,8898.0,15
5300,80,10,0.9314100068972209,0.7249351729684781,147.0,77.0,59.0,12694.0,3
5300,63,6,0.8307972084943048,0.4595389706503565,76.0,140.0,170.0,4545.0,1
5300,11,0,0.8690584653353799,0.9371549247393558,150.0,90.0,100.0,9778.0,1
5300,14,10,1.0,0.45,1.0,110.0,158.0,15493.0,2
5300,10,5,0.9911335084924758,0.7571541862434792,64.0,75.0,157.0,11045.0,13
5300,13,9,0.9942881483215904,0.6095490340102125,96.0,63.0,55.0,19180.0,1
5300,9,9,0.9997551949392156,0.9896956243494395,1.0,71.0,175.0,12720.0,3
5300,71,9,0.9840731559274831,0.8322095551122692,26.5,84.0,123.5,11944.0,6
5300,56,5,0.9568785066525013,0.9031843076755735,101.0,98.0,105.0,13527.0,1
5300,41,9,0.8,0.6459113754395663,139.5,59.0,110.0,8813.5,8
5300,41,7,0.9494499727758001,0.8083035409967179,83.0,95.0,157.0,8293.0,3
5300,53,7,0.8,0.4603754373220827,101.0,74.0,146.5,6148.0,10
5300,80,9,0.9768711715952105,0.45,78.5,65.5,98.0,13523.5,2
5300,71,8,0.9615785112082964,0.6315928833998626,86.0,95.0,115.0,12971.0,9
5300,10,9,1.0,0.5883884091476914,3.5,85.5,181.5,11755.0,4
5300,61,6,0.8396591288853846,0.7447096936315141,201.0,47.0,37.0,17799.0,1
5300,47,4,1.0,0.8164369991025042,0.0,161.0,138.0,6571.0,1
5300,24,8,0.8237891631976708,0.5563398439254273,134.0,72.5,112.0,8486.0,2
5300,73,9,1.0,0.5781512272386404,0.0,110.0,126.0,7571.0,5
5300,4,2,0.8668059793687095,0.6445544754832615,75.0,90.0,178.0,4476.0,4
5300,29,8,0.9994426292899105,0.9275481436124166,0.0,61.0,183.0,6976.0,1
5300,17,5,0.9866549866801317,0.45090556676314514,84.0,96.0,151.0,12735.0,1
5300,48,0,0.8734468063756885,0.9670106598792165,64.0,75.0,180.0,2789.0,3
5300,1,4,1.0,0.7697191740656575,96.0,56.0,97.5,19827.5,2
5300,2,4,0.999221966615107,0.5003007765143617,97.0,67.0,78.0,24397.0,1
5300,30,5,1.0,0.944901854159605,0.0,80.5,189.0,4447.5,4
5300,1,7,0.9989766841309702,0.9833806228978652,79.0,160.0,173.0,5539.0,1
5300,1,6,0.9995210845574509,0.972143055058966,53.0,67.0,177.0,11701.0,1
5300,1,4,1.0,0.5919666676871028,127.0,56.0,60.0,23826.5,2
5300,39,7,0.9935236149381693,1.0,12.0,173.0,159.0,10882.0,1
5300,3,0,0.9875599278037959,0.47513545437648363,165.0,66.0,68.0,18290.0,1
5300,54,10,0.9856522089586196,0.9423056134874883,64.0,128.0,98.0,13174.0,1
5300,23,10,0.9955336271398845,0.885700497543281,19.0,110.0,91.0,24459.0,1
5300,0,10,0.9704381960276521,0.9314817957714165,151.0,50.0,100.0,10131.0,1
5300,2,9,0.840564991508545,1.0,150.0,105.0,102.0,8850.0,1
5300,35,10,1.0,0.8393008321446459,0.0,77.0,98.0,17281.0,1
5300,51,3,0.8551207719387866,0.7273746261744558,82.0,59.0,159.0,3875.0,1
5300,64,10,0.8390342573204941,0.8325711092083177,196.0,50.0,47.0,18448.0,1
5300,8,0,0.8,0.5673685324309963,200.0,45.0,50.0,15453.0,1
5300,27,6,0.8206186973639621,0.9046611575688811,130.5,131.5,118.5,11254.5,2
5300,77,7,0.9673360296814479,0.634793915044746,50.0,112.0,150.0,9919.0,3
5300,1,4,0.8183451485213331,0.5124164119816377,128.0,98.0,126.0,8994.0,1
5300,2,4,1.0,0.9045462180858431,45.5,68.0,157.5,15607.5,4
5300,17,5,1.0,0.9245873773870174,0.0,137.0,184.5,8263.5,2
5300,3,0,0.9142548525411613,0.9272055647444759,103.0,110.0,151.0,9375.0,1
5300,39,8,1.0,0.6651262531365213,0.0,82.0,75.0,21449.0,1
5300,0,10,0.9472191248370069,0.45879797897797475,202.0,79.0,48.0,14339.0,1
5300,63,1,0.918321290545892,1.0,74.0,96.0,149.0,5973.0,1
5300,5,1,1.0,0.5307486445773899,10.5,69.0,147.5,19310.0,2
5300,80,7,0.9204478861257828,0.5251702217552521,160.0,74.5,69.0,17188.0,2
5300,52,3,0.9892451290307499,0.9838042588364597,12.0,107.0,135.5,11212.5,4
5300,6,2,0.9943637185679582,0.5933484574227487,98.0,71.0,89.5,20137.5,2
5300,3,5,1.0,0.8731144909253834,12.0,70.0,137.0,18467.0,3
5300,59,9,0.8014275584722443,0.9275401307827031,99.0,64.0,147.0,4492.0,1
5300,64,4,0.8,0.9714762335586531,148.5,61.5,98.0,8974.5,2
5300,4,2,0.9995255126756837,0.6036706324632528,36.0,79.5,90.0,26813.0,2
