evolution$generation,redCrossSize,redCrossActivationDelay,redCrossEfficiencyProbability,redCrossExhaustionProbability,zombies,halfRescued,rescued,pursued,evolution$samples
5300,10,8,1.0,0.45,2.0,91.5,190.0,9247.5,6
5300,42,0,0.8975312540837266,0.6264349808480862,126.0,57.0,126.0,6446.0,1
5300,32,2,0.8330448055061417,1.0,176.0,59.5,70.0,10988.0,4
5300,1,1,0.9997826878373293,1.0,98.0,79.0,115.5,16003.5,2
5300,4,10,0.9976213885909453,0.6798590727356245,44.0,126.0,148.5,13928.5,2
5300,1,9,1.0,0.5400742878231775,76.0,62.0,176.0,6242.0,1
5300,4,7,1.0,0.7106430394083759,11.0,122.0,136.0,21127.0,1
5300,79,2,0.9317624629710639,0.5800573204466831,94.0,91.0,126.0,9637.0,13
5300,13,9,0.9999999736591081,0.7706870445610676,1.5,80.0,117.5,18643.5,12
5300,4,9,0.9543329507443523,0.8892639813166798,98.0,97.0,150.0,11798.0,1
5300,3,5,1.0,0.45,69.0,73.5,111.0,20274.5,2
5300,7,6,1.0,0.5429615576043106,4.0,58.0,179.0,13074.0,1
5300,44,6,0.9999879542259303,0.9688164159181587,0.0,151.0,178.0,3779.0,1
5300,2,10,1.0,0.7692983077741758,51.0,72.5,152.0,11200.0,14
5300,6,2,1.0,0.7136642448933103,7.0,118.0,152.0,20261.0,1
5300,77,5,0.9763147577593085,0.5165554797645816,62.0,96.0,98.0,15447.0,1
5300,30,9,0.8015061102164702,0.8218021445492942,80.0,66.0,172.0,3143.0,1
5300,51,1,0.8902654951291904,0.9516641915612272,139.0,52.0,103.0,11687.0,1
5300,10,9,1.0,0.9306608507566346,23.5,88.0,100.5,26234.5,2
5300,76,10,1.0,0.5464225629914566,0.0,73.0,133.0,7482.0,1
5300,23,7,0.9628332305060363,0.6980908815080931,141.0,42.0,87.0,14961.0,1
5300,3,8,0.9999795748414176,0.6376653227748581,23.0,139.0,151.0,16824.0,1
5300,23,10,0.9654069681356565,0.6799788470311301,182.0,62.0,53.0,21824.0,1
5300,79,2,1.0,0.4676379753870267,0.0,87.0,167.0,972.0,7
5300,3,5,1.0,0.465813736323957,27.0,72.0,132.0,18535.0,9
5300,46,2,0.8,0.5183148078726983,112.0,189.0,139.0,8392.0,1
5300,4,6,0.9940346841732206,0.5580575996704426,54.0,69.0,158.0,11671.0,1
5300,3,4,0.9567868502832562,0.6058726511403966,150.0,56.0,101.0,7989.0,3
5300,2,5,1.0,0.5796428515980033,89.0,81.0,99.0,18059.0,1
5300,51,10,0.9659910906993756,0.4519371394240166,36.0,121.0,170.0,9719.0,1
5300,59,8,0.9485524374179873,0.8572141045253467,155.0,77.0,60.0,16612.0,1
5300,71,6,0.9220224842345695,0.9157371906605151,110.0,93.0,118.0,10945.0,3
5300,73,7,0.9533094228454764,0.7491519808751894,66.0,136.0,126.0,12121.0,1
5300,20,7,0.9778130329207508,0.9099121497487649,72.0,155.0,139.0,13199.0,1
5300,24,10,1.0,0.689292537591965,0.0,59.0,203.0,4353.0,1
5300,50,6,0.9486934298692219,0.6609681897232091,127.0,84.0,102.0,12556.0,5
5300,1,5,0.9999886335925419,0.47642125246418504,136.0,61.0,45.0,24697.0,1
5300,11,1,1.0,0.7281181756184081,0.0,59.0,74.0,23550.0,1
5300,9,1,0.9872526466780043,0.8116020544289306,47.0,91.5,190.5,6409.5,8
5300,7,9,0.9978966750210367,0.976978307690719,85.0,120.0,78.0,20808.0,1
5300,1,1,0.9467872472429159,0.892070230224294,108.5,57.0,141.0,7175.0,8
5300,38,3,0.8420115208809803,0.8435533377858615,69.0,55.0,174.0,3720.0,1
5300,77,6,0.9623912421266957,0.45,82.0,98.0,105.0,16454.0,3
5300,8,7,0.9992568718341794,0.8813105004817161,0.0,72.0,119.0,17995.0,1
5300,10,2,0.9981187886613457,0.932184941782739,29.5,58.5,94.5,23946.5,2
5300,31,2,0.8645857353618753,0.7018609998900056,125.5,71.5,122.5,6877.0,4
5300,66,4,0.8472303587701611,0.9426876659386128,160.0,110.0,83.5,12893.5,2
5300,7,0,1.0,0.6495749214784934,1.0,81.0,176.0,16379.0,5
5300,1,6,1.0,0.6785765680142795,94.0,60.0,125.0,11250.5,4
5300,12,3,0.8262531373247347,1.0,142.0,114.0,108.0,7059.0,1
5300,2,10,1.0,0.8576342615786505,103.0,81.0,60.0,27838.0,1
5300,6,7,0.9994299116151756,0.6360802886649926,18.0,48.0,93.0,26837.0,1
5300,7,4,0.9968706055311958,0.8775909400215021,88.0,83.0,64.0,24359.0,1
5300,6,1,0.9969191145465757,0.45,87.0,65.0,67.0,21819.0,1
5300,8,10,0.9863336725686385,0.4935613783623597,60.0,140.0,174.0,7422.0,1
5300,25,1,0.8,0.7791876578185213,108.0,68.0,142.0,5375.0,5
5300,3,8,0.9995539953161562,0.7018373233382081,66.0,77.0,71.0,23156.0,1
5300,79,6,0.9796147209120802,1.0,15.0,83.0,136.0,11373.0,21
5300,6,2,0.9197398051008371,0.4950783286649976,57.0,98.0,195.0,2665.0,1
5300,76,10,1.0,0.7914060500264357,0.0,112.0,155.0,4534.5,6
5300,37,7,1.0,0.4612838893467021,0.0,77.0,107.0,16339.0,1
5300,23,1,0.9928504662651103,0.8806758666223222,34.0,51.0,119.0,14280.0,1
5300,5,1,0.9581607544699152,0.9908143986138342,102.0,123.0,150.0,6339.0,1
5300,57,9,0.9813780436339096,0.674026137599709,31.0,142.0,141.0,14976.0,1
5300,3,10,0.9068162743912737,0.4514342578975992,56.0,121.0,198.0,2741.0,1
5300,78,6,0.9802765311349257,0.7277368093022764,76.0,97.0,59.0,21633.0,1
5300,63,10,0.9960652312377521,1.0,0.0,100.0,122.5,8258.0,2
5300,5,5,1.0,0.533148925120302,31.0,71.0,113.0,30285.0,1
5300,59,1,0.9025534723112705,1.0,115.0,88.0,124.0,9049.0,3
5300,10,3,0.9979676857766118,0.992382584736125,13.5,75.5,145.0,17883.0,8
5300,26,2,0.9803941010638559,0.45,44.0,77.0,152.0,9583.5,2
5300,67,10,0.8381597366012228,0.7549637587528243,174.0,73.0,71.0,8541.0,3
5300,30,9,0.999932429598426,0.6973113745282209,0.0,112.0,171.5,12297.5,2
5300,42,3,0.8071950787138302,0.8717433574501721,81.5,83.0,168.0,3749.0,2
5300,49,2,0.8,0.9147154671759463,202.0,54.0,44.0,13431.0,1
5300,2,10,1.0,0.8522484777686425,19.0,97.0,157.0,15758.0,1
5300,3,3,0.9933130466912361,0.6549010458366945,63.0,113.0,167.0,11659.0,1
5300,1,8,0.9162267615199048,0.5470249569533644,98.0,154.0,156.0,7011.0,1
5300,15,9,0.9874439142915494,0.9924229929103687,40.0,57.0,171.0,8287.0,1
5300,2,1,0.9778923171065412,0.5849434993326822,51.0,82.0,200.0,4233.0,1
5300,8,3,1.0,0.817277779670668,7.0,48.0,150.0,18747.0,1
5300,73,1,0.9538151660135562,0.9916040454882964,49.0,121.0,163.0,10835.0,1
5300,73,3,0.8,1.0,122.0,104.0,116.0,6728.0,3
5300,79,9,0.8139273205736504,0.9945451365627858,124.0,122.0,120.0,7190.0,1
5300,8,3,1.0,0.8829205807581708,70.0,62.0,68.0,23325.0,1
5300,80,7,0.8161033904050645,0.9937529120279409,127.0,142.5,111.0,10454.0,2
5300,59,4,0.9613556295327415,0.45,89.0,58.0,128.0,11847.0,1
5300,0,3,0.9973641613178619,0.4969865559838391,175.0,75.0,76.0,10169.0,1
5300,35,9,0.8462875037599625,0.8087176682281099,196.0,68.0,46.0,17018.0,1
5300,69,9,0.873364796141639,0.887222489991073,169.0,61.0,69.0,11297.0,5
5300,4,8,0.9995590737715896,0.45,57.0,80.0,106.0,21485.0,1
5300,4,10,0.9999667207404404,0.6985660134149239,45.0,58.0,118.0,18229.0,6
5300,80,3,0.9777282739105856,0.45,33.0,107.5,132.0,11676.5,2
5300,62,6,0.9450693158575945,1.0,93.0,73.5,124.0,9737.5,16
5300,57,10,0.8085720300302611,0.9247473414055705,194.0,84.0,47.0,11874.0,1
5300,2,4,1.0,0.679809434088819,82.0,59.0,139.0,13375.0,1
5300,59,9,0.8493766710686652,0.7085049586031527,112.5,120.5,131.5,8135.5,4
5300,69,6,0.974058669563986,0.7507239134616028,57.5,110.0,125.0,14244.5,2
5300,5,0,0.9948130464745685,0.6512985150905797,112.0,57.0,109.0,15490.0,1
5300,27,9,0.8933044235456604,1.0,198.0,88.0,47.0,11370.0,1
5300,3,3,0.9761737545188907,0.4685459096354884,173.5,58.0,76.0,13409.0,2
5300,12,10,0.998357227186444,0.4861740546532148,10.0,69.0,210.0,5217.0,1
5300,51,4,0.9978030070726165,0.7696386256315886,0.0,110.5,165.5,5844.5,2
5300,79,9,1.0,0.46650355382634956,0.0,124.0,137.0,4734.0,3
5300,3,4,0.9173897140849228,0.6130285889043768,150.0,68.0,101.0,7389.0,5
5300,30,6,0.9811170585045493,0.8165709215598631,113.0,79.0,73.0,15849.0,1
5300,5,3,0.9999918893666795,0.7517802164984899,28.0,73.0,100.0,27491.5,2
5300,8,10,0.8114007035396491,0.48568645572092095,177.0,46.0,75.0,12868.0,1
5300,76,10,0.9765516928888941,0.9762008480270894,35.0,146.0,115.0,13149.0,1
5300,2,6,0.9998856666904857,1.0,61.0,68.0,134.0,14700.0,1
5300,16,8,0.9964735453001466,0.7091358738153044,40.0,73.0,97.0,20256.0,1
5300,71,9,1.0,0.8286208569836646,0.0,89.5,142.0,6168.5,4
5300,57,6,0.9252324110685541,1.0,193.0,48.0,42.0,14106.0,1
5300,38,2,0.9691392584114704,0.6150380270246683,64.0,96.0,153.0,10084.0,1
5300,10,5,0.9992471672072789,0.5949579538022443,27.0,69.0,96.0,28481.0,1
5300,62,9,0.9999797742552266,0.8187947056808647,0.0,76.0,89.0,12519.0,1
5300,25,1,0.982525568472482,0.6800288285412086,53.0,118.0,142.0,10142.0,5
5300,1,7,0.9992550843672033,0.8132340223327146,55.0,122.0,176.0,10942.0,1
5300,6,1,1.0,0.6919166995333071,5.5,56.0,125.5,18186.5,2
5300,2,4,1.0,0.6335136058855119,33.0,143.0,194.0,6828.0,1
5300,16,4,1.0,0.8934140994817371,0.0,55.0,81.0,25422.0,1
5300,39,7,0.9885023600195334,0.8094491195191337,22.0,89.0,165.0,10734.0,7
5300,4,9,0.9999942491314208,0.8070177355862055,12.0,90.0,132.0,28690.0,1
5300,69,5,0.9891099073752191,0.9392343943458428,3.5,106.0,145.5,10741.0,6
5300,68,9,0.8,0.8986897640319622,119.0,75.0,121.0,5813.0,5
5300,5,7,0.9974939205943238,0.6282749574840949,39.0,72.0,167.0,12535.0,4
5300,68,6,0.9057483898169296,0.7460222520818534,98.0,83.0,143.0,6794.0,9
5300,72,10,0.9369146635443917,0.6661464851164633,108.0,78.0,102.0,12717.0,5
5300,8,5,0.9990655225529179,0.9344286938590229,44.0,56.0,138.0,17087.0,1
5300,23,3,0.9960568805849277,0.9969385103190924,2.0,176.0,178.0,11432.0,1
5300,62,9,0.9257941005502234,0.9698139772684562,114.0,108.0,114.0,13187.0,1
5300,8,7,0.9795269899973283,1.0,38.0,129.0,202.0,5772.0,1
5300,40,6,0.8,0.7688747784760799,149.5,77.5,97.5,10728.0,2
5300,7,4,0.9999815367294346,0.8100886394966422,31.0,112.5,153.0,12868.5,2
5300,80,10,0.9813631389727179,0.6454112014775281,39.0,99.0,69.0,17362.0,1
5300,18,3,0.8095673233814896,0.7751551558111909,52.0,72.0,200.0,2075.0,1
5300,54,7,0.8141560460296815,0.8298675716026502,228.0,74.0,22.0,14706.0,1
5300,1,2,0.9975455395152126,0.6580354617076326,52.0,83.0,175.0,10079.0,1
5300,0,8,0.8,0.45,160.0,58.0,90.0,7689.0,1
5300,4,5,0.9999919549383419,0.717773241023414,22.0,57.0,149.0,18975.0,1
5300,69,9,0.9367755300706684,0.5968455073026006,97.0,108.0,116.0,10681.0,1
5300,7,6,0.9999048147505801,0.8042940312446483,19.0,96.0,103.0,22976.0,1
5300,18,0,1.0,0.5129219810200951,0.0,102.0,231.0,296.0,3
5300,64,4,0.9727586316945374,0.7007919599292869,65.5,126.5,120.0,12589.0,2
5300,80,6,0.8216615328244627,1.0,189.5,59.0,50.0,12347.5,2
5300,2,3,0.9999985807218753,0.6313744064689828,83.0,75.0,99.0,19769.0,1
5300,14,2,0.9998934448107016,0.5996474326609234,0.0,37.0,110.0,20762.0,1
5300,3,7,1.0,0.4710550369855872,59.0,91.5,115.5,19414.0,2
5300,61,1,0.9348110305478174,1.0,64.0,72.0,138.0,11929.0,1
5300,28,6,0.8,0.7610511554339068,193.0,47.0,56.0,14166.0,1
5300,41,2,0.8810006722965283,0.45,143.5,65.5,99.5,8190.0,2
5300,59,6,0.8082434829918652,0.6193479148491683,76.0,133.0,168.0,4156.0,1
5300,7,5,1.0,0.45,5.0,75.0,180.5,13745.5,22
5300,3,3,1.0,0.8297589904864437,20.0,84.0,158.0,16286.0,5
5300,3,9,1.0,0.6952455810293106,52.5,72.0,119.5,17429.0,14
5300,41,2,0.8841781245288333,0.921772724169996,203.0,103.0,34.0,13842.0,1
