evolution$generation,humanInformedRatio,humanInformProbability,humanFollowProbability,distance,evolution$samples
20000,0.2664856587660219,0.08804148427644473,0.07800574025211056,0.6599999999999966,1
20000,0.21579291532660352,0.11858555738611318,0.04142476295078405,0.6599999999999966,1
20000,0.1940022482376043,0.14768223168908956,0.017575668497666643,5.539999999999992,4
20000,0.20441583514216463,0.11911009595900698,0.0015485172430916483,1.3400000000000034,3
20000,0.19025315781846747,0.12647104655017447,0.038986310730989376,14.650000000000006,62
20000,0.27536899128074055,0.0955631286129452,0.2067826991644673,6.039999999999992,5
20000,0.254688709698389,0.09443436133022234,0.042915727780605914,12.150000000000006,24
20000,0.19212308143908685,0.14282673684487793,0.01696432970768121,14.039999999999992,40
20000,0.21759163195661077,0.11591000270670648,0.07065550727096119,13.159999999999997,26
20000,0.3912763788150077,0.0899285906310351,1.2026207260179982E-4,15.039999999999992,81
20000,0.15521091785533359,0.14757253068749385,0.00583743097973419,8.960000000000008,15
20000,0.1934113001089968,0.13126189376376768,0.0013737770849108256,14.0,32
20000,0.16728985876649582,0.13407058783076098,0.0024144642389179374,13.340000000000003,30
20000,0.15829766098102377,0.1527243439459814,0.014390711663265577,11.340000000000003,22
20000,0.19850262568284271,0.12107445632778556,0.009142233398697372,15.849999999999994,100
20000,0.20465489057611932,0.12432311866769603,0.01329478233883366,14.960000000000008,69
20000,0.30675524938107096,0.09431894550025458,2.1431244421531213E-4,0.6599999999999966,1
20000,0.1919632862210158,0.12461555190138127,0.0,0.6599999999999966,1
20000,0.2613842285238717,0.10431780846072014,0.004389629213193687,0.6599999999999966,1
20000,0.19479658420616983,0.15919812066416086,0.018318274763098396,0.6599999999999966,1
20000,0.26755322941451476,0.10427926415989483,0.009520477534776485,0.6599999999999966,1
20000,0.15781844508076764,0.12173255363493449,0.05277837517533912,0.6599999999999966,1
20000,0.319730847011192,0.09740630743538553,0.0013880237235210523,0.6599999999999966,1
20000,0.31290521928140674,0.08946521568201785,0.0,0.6599999999999966,1
20000,0.18043434476155257,0.12819222081456566,0.0,0.6599999999999966,1
20000,0.21153647968442435,0.12297477790289438,0.05859598262607225,0.6599999999999966,1
20000,0.2458319471737351,0.10659665107533628,0.003168035137776727,0.6599999999999966,1
20000,0.2629393710283734,0.0982030111610309,0.0026088339551777447,0.6599999999999966,1
20000,0.16026994925073054,0.1284905556502214,0.0,0.6599999999999966,1
20000,0.1685254672949178,0.1316096657085838,6.116451952856115E-5,0.6599999999999966,1
20000,0.2590866155662734,0.1027540007030641,0.006616578050523425,0.6599999999999966,1
20000,0.1592230427110546,0.14533975127408902,0.0058466906566950975,0.6599999999999966,1
20000,0.27515916952680275,0.09546354176267452,0.20493030026190398,0.6599999999999966,1
20000,0.18793646191862634,0.11362873625372194,0.0,0.6599999999999966,1
20000,0.21800228455117904,0.1264981426991725,0.003313088417073469,0.6599999999999966,1
20000,0.16534657788056875,0.13592787567853878,0.017096061233428904,0.6599999999999966,1
20000,0.33752250638107967,0.0943039554174708,0.0,0.6599999999999966,1
20000,0.3044174112124546,0.09371497243165833,0.0019945858752230287,0.6599999999999966,1
20000,0.1964095406203992,0.11466603767565275,0.03969231202515851,0.6599999999999966,1
20000,0.22288444225327042,0.12400893924969945,0.003258884359604606,0.6599999999999966,1
20000,0.14568594101379073,0.14097013815828285,0.016238115480015698,0.6599999999999966,1
20000,0.27477399873138425,0.074598212923565,0.002414850285571624,0.6599999999999966,1
20000,0.15531225155555872,0.15347288035082715,0.013676868771623163,0.6599999999999966,1
20000,0.2094078291441589,0.1292915855137636,0.013239779452469066,0.6599999999999966,1
20000,0.26065163757489457,0.10632753526301875,6.731055555216557E-5,0.6599999999999966,1
20000,0.15438909295254272,0.15288002198726156,0.008881253563654405,0.6599999999999966,1
20000,0.17051997018155254,0.1575650598678607,0.021085481668531792,0.6599999999999966,1
