evolution$generation,generatorType,randomDensity,expMixtureCenters,expMixtureRadius,expMixtureThreshold,blocksNumber,blocksMinSize,blocksMaxSize,percolationProba,percolationBordPoints,percolationLinkWidth,oppFinalHumans,finalZombies,evolution$samples
54700,random,0.8021616080429288,7.1732456274928165,5.9258820871847995,0.616448595706928,19.479031541867176,9.713232746043829,14.88093574835915,0.8582188571930782,15.437373424738972,4.842497837075365,-215.0,10.0,5
54700,random,0.7847526529268362,8.327217674268987,8.876966176379792,0.4096327099946709,10.826844266231758,7.868116599847966,16.12595824883811,0.836287759647247,19.683183762632563,3.32430987885783,-225.0,2.0,1
54700,random,0.7772400158880083,1.505770292260927,18.767168808564797,0.9997597285028248,16.91033933374151,4.606200425325225,21.73166591531247,0.8890500038191916,18.155848760774838,5.0,-196.0,11.5,12
54700,random,0.7835232650410399,7.761843359293165,2.7865806867267313,0.36612239482739106,17.117703141327627,7.17949310487951,17.22829866245647,0.8652809248745421,18.743378852934935,2.686665080252469,-205.5,15.5,16
54700,random,0.7832833652533541,10.0,19.545487859348384,0.2894812412019327,16.480533920206902,1.7373993163527421,19.589918389162182,0.8843311497743129,18.033737892848997,1.1160049166312414,-199.5,12.5,18
54700,random,0.7841859244675328,9.5552410907485,17.847024318751647,0.29670833464489677,20.0,6.5727319114939124,22.227973869703646,0.7906646326557561,19.488234891253896,3.715818019133765,-198.5,14.0,76
54700,random,0.7843335095957377,7.995380341770459,12.235840818860412,0.12880813041073996,17.604728023273395,6.226974303201421,11.075167219121296,0.7976586577919463,17.35287957660366,1.7697756160251468,-207.0,13.0,13
54700,random,0.7831713083553027,4.487296515516226,8.12364833689839,0.690336979281498,17.62662564823198,7.284602628934272,29.961444758074183,0.8560225194668137,17.057340557782826,4.099838153667434,-203.0,12.5,14
54700,random,0.7841298722935895,7.876415955237297,4.761831202353095,0.2834573874004133,17.00705797498602,9.51794545224257,16.509270580331552,0.8524562412086912,18.000679731825766,3.0907494589725975,-197.5,9.5,10
54700,random,0.7854631315339651,8.155405356603923,9.59844541779541,0.41411035341408475,11.2289685783599,7.78537180485759,16.411100367414008,0.8353652033023192,19.96470268276886,3.561079128974995,-200.0,13.0,23
54700,random,0.7835282979395163,8.282535206817156,8.079976237831634,0.0,18.83882783753224,2.773358298086912,14.194598894185996,0.723267063384766,19.277979505183463,3.0947106125450783,-203.0,14.0,20
54700,random,0.7826015260406657,2.924050611948591,19.960224762334388,0.7978930343315783,16.702014663916724,4.058831200341794,20.18918932487867,0.8875305882402996,18.620829334607883,4.717795616406964,-201.0,13.5,28
54700,random,0.783515407044581,3.777263082783435,3.5140154740167735,0.8948372472703501,17.31220120961592,7.41700000985473,30.0,0.9,15.672611332857658,4.679100413068774,-197.0,12.0,25
54700,random,0.7816614080459172,6.426771269596622,20.0,0.1074223643394065,11.36436562263432,8.235795121483047,18.73971263210349,0.6521016833358301,19.075458133004307,3.8266322918096867,-199.5,14.0,46
54700,random,0.7841045721798746,10.0,13.678010875377328,0.11880783668030298,19.958033203416758,5.850524040196869,19.498222600825898,0.8793004335947987,18.484599012892502,3.056144148944729,-200.0,14.0,35
54700,random,0.7814332068179725,5.388215597434719,5.079256923444759,0.683264341205328,19.50870301618884,9.733670527154102,15.455878342139581,0.7982353843291753,15.126767816259248,4.865174052822305,-201.0,14.5,66
54700,random,0.7832276943511404,9.92205302249282,8.520941826103249,0.034138759640035765,14.60476897107759,2.6158987704932226,12.46382495763601,0.5813085570092391,19.720710577027674,5.0,-193.0,12.0,37
54700,random,0.7784904451323637,5.143890314729399,6.776012660033499,0.6713865321039736,19.75246595226583,10.0,11.561814031879381,0.866661180771141,16.38645657290287,5.0,-227.0,5.0,1
54700,random,0.7810081469700074,7.295012643960039,18.398872358713792,0.1692618533245513,11.04025502661489,8.303201864721425,19.84183604071065,0.6692675603237531,19.676424051188285,3.03487033181608,-222.0,1.0,1
54700,random,0.7839871314506348,7.909009202267705,2.2622529991057547,0.3587175289098394,17.08133216708616,6.992074187258208,16.969345256043983,0.870042380070326,18.453732665462837,2.7604916191801507,-204.5,14.5,14
54700,random,0.7871950322408173,4.346740328044531,6.541535029242849,0.9304972289002034,19.397961504671493,6.355179278667535,13.128410393724407,0.8951766854451138,13.697444843708364,4.8387599584127035,-212.0,10.0,7
54700,random,0.7852605315725957,9.922804481876867,19.574461970108505,0.2896139238896868,16.47194763983578,1.5836143214221967,19.663734423318154,0.8845742698737341,18.007395280235343,1.064325823953389,-213.0,0.0,1
54700,random,0.7828799347075186,1.0,17.919451648337294,0.7604519218123654,18.05607367782449,5.311792338233216,20.14447551701381,0.9,18.346622584467237,5.0,-203.0,7.0,3
54700,random,0.7933493412608272,5.731232960744586,6.909423381839575,0.7734647934593754,19.689831320096015,6.398357559403047,15.31377198088542,0.9,13.19814411651979,4.400340316823253,-200.0,10.0,11
54700,random,0.793465322483962,10.0,1.0,0.2787537269203289,16.90971169890743,6.649492769795628,17.05748506852538,0.891494087410378,17.5878126905419,2.9875765889356662,-220.0,14.0,3
54700,random,0.7837965669148491,7.26206457002172,1.694442811334024,0.3018739128674867,16.648566954537664,7.70311332993995,17.201383707044208,0.8688239907644679,19.040156870090367,3.742197821697902,-222.0,1.0,1
54700,random,0.7853469733267794,9.837421767380892,6.491060621221639,0.18366728709999344,15.965207716738139,1.0625604874485373,12.68578370350329,0.7290476460006942,19.26673377288989,3.687859063855466,-198.0,14.0,100
54700,random,0.7834346463005887,8.324541446423984,18.72107524968578,0.37489641652554717,16.603678478883033,1.0,20.549777561080777,0.8577332582421792,18.310618196244818,1.194301196782059,-199.0,15.0,100
54700,expMixture,0.13526178884019172,6.717985854177556,9.111077439103248,0.8871381627668146,4.030190761601259,6.03834242958694,25.21655000502086,0.3009644259922142,8.165031293322777,2.941569266080304,0.0,0.0,100
54700,expMixture,0.7233981774820417,9.765982281462406,7.549181184308113,0.8961316015243734,15.049114830380432,4.238068391190448,14.187675638221721,0.48996627144664306,17.6920557601148,4.784356469183221,0.0,0.0,100
54700,expMixture,0.14662613236136157,3.2837781699947444,10.298451985672404,0.45632456646323455,1.6497287858235574,7.862964826606232,12.220433543885463,0.6439770620915551,4.869690233672298,2.608269371078952,0.0,0.0,100
54700,expMixture,0.11299501024193503,2.481182597018531,18.759503206165366,0.6853481727692557,6.885190367794722,8.854325595191852,21.945644798876835,0.7048762877628757,18.303467635729305,2.413258543115136,0.0,0.0,100
54700,expMixture,0.7237764062815155,9.773850340430874,7.564724548258557,0.8956020101629407,15.032223538068619,4.203429714637606,14.0420408048625,0.48986056526182187,17.64851712107879,5.0,0.0,0.0,100
