evolution$generation,randomDensity,expMixtureCenters,expMixtureRadius,expMixtureThreshold,blocksNumber,blocksMinSize,blocksMaxSize,percolationProba,percolationBordPoints,percolationLinkWidth,oppFinalHumans,finalZombies,evolution$samples
5000,0.7725060472247912,3.3355898219888824,2.1599670394463164,0.2796553939962684,17.34534938614314,4.530337402052816,18.463491722514856,0.5946727549973615,7.698094402995144,1.2300452981786902,-250.0,4.0,1
5000,0.7797355222342932,4.306500214265492,11.303621910554144,0.8545512130924018,18.894809209988196,6.746921821598717,9.875868731942159,0.13424555039692238,11.027237332527601,1.0,-237.0,17.0,31
5000,0.7829273779989585,5.437642621900211,19.57389187916158,0.8895714958547745,19.50511484486202,6.289107376172133,2.0,0.10369240371185866,9.545765417332785,1.80420416370568,-242.0,12.0,9
5000,0.786292853797254,6.029963263554479,1.7360096832342595,0.05501645911839051,4.560631280318342,5.169280011687109,19.716391057862538,0.6118274371389089,4.460917214375629,1.020223589536304,-243.5,10.5,4
5000,0.7786248739215278,6.4782274433723215,18.97357582725807,0.42224976215212795,19.289349203922054,8.294752176089558,15.155334285897721,0.11407357918215845,7.328895334769408,1.5407909562734114,-247.5,6.0,2
5000,0.7907433930128123,7.027333392638881,6.653593837429449,0.26951377524345116,5.921644241689865,1.9353229526619211,11.049344979259873,0.28940485788059156,10.732205681451884,3.335637238191891,-239.0,15.0,11
5000,0.7860700430757664,1.4568135614330808,18.61992750820785,0.15401465812594606,19.450573765172976,6.424733992164262,29.449100281752784,0.1,12.65325078553287,2.7965907828131966,-238.5,15.5,18
5000,0.7847972041952075,2.829566727475788,16.63422093701725,1.0,1.0647203298929249,2.0171416623662752,27.279249144778724,0.8616786724156359,1.0,2.528851288310779,-236.0,18.0,65
5000,0.7796153594719132,3.238122695426174,19.26713495376412,0.9542605104308285,1.1760596999522341,1.0,30.0,0.9,1.0219133597520011,2.965397961687202,-250.0,4.0,1
5000,0.7839970550719052,4.293003175862787,4.343638942049115,0.5635297869822438,7.681706476834532,1.0383063601184006,28.389663421608336,0.12188473099633114,1.639329034971811,4.382019585479553,-244.0,10.0,3
5000,0.7810270228981355,4.286083691176647,10.515989173672203,0.8225635591103064,18.57424252306843,6.622697229893218,15.663573203958338,0.13857017257193047,12.852263646293776,1.1697012275819214,-244.0,10.0,3
5000,0.7860248914254647,5.9371499856934395,3.7004663719926167,0.1305031844783908,4.008954248133039,5.081572995668215,19.107674902372832,0.6191640019601381,3.8104313226023114,1.0,-234.0,19.5,100
