evolution$generation,randomDensity,expMixtureCenters,expMixtureRadius,expMixtureThreshold,blocksNumber,blocksMinSize,blocksMaxSize,percolationProba,percolationBordPoints,percolationLinkWidth,oppFinalHumans,finalZombies,evolution$samples
5000,0.3054794504002009,9.322140220356722,5.244674623523669,0.46758918650798,8.728462796471046,3.1326937289285164,2.0,0.19305310372159035,11.089405740659569,5.0,-227.0,27.0,1
5000,0.6882734603689612,9.999946425447405,6.845388200317036,0.6690461898098455,12.998507970628236,1.6972714197458383,24.309271275979906,0.26696537327211567,20.0,5.0,-115.0,138.0,3
5000,0.6310603131055244,10.0,1.8074525754339303,0.017327888926870486,3.7649262787185593,9.8108577496977,19.528922987515593,0.1019609576914598,1.0,2.3343981406586036,-42.0,209.0,9
5000,0.21281397102118216,9.907739278104614,7.057239121522062,0.8257164070085788,17.900829172697772,4.129896015346384,13.252375685439088,0.5512972334798218,1.4507588501544522,3.178485588350336,-54.5,195.5,8
5000,0.28539884250019426,9.319819018317842,5.240358436142687,0.46562722155482,8.775176713306461,2.9991599404815146,2.0,0.18445910497102208,11.118352173934422,5.0,-55.0,196.0,5
5000,0.28193770552671416,9.474625189105277,5.616761697341227,0.47974257473976945,8.165490997350897,3.884673919275069,2.1000878968348986,0.21240820854964115,11.408380145402194,4.321354372808684,-124.5,126.5,2
5000,0.008318772688026672,8.477275599451838,6.367794407335084,0.5966754717928626,13.772134748309,1.3007106452587878,3.1066683363414187,0.8951403460777234,10.441930607071631,1.0,-23.0,228.0,28
5000,0.9344072070779358,10.0,5.055446718739254,0.500050730039447,7.886026501494005,9.827590681560595,2.0,0.45751983079592096,2.8927072054952303,4.2269135484513125,-21.0,226.5,34
5000,0.3849327957376602,10.0,4.713074189844301,0.42931497885731357,6.292989532569033,8.970780276081772,2.0,0.4839968466686969,8.633024327727114,4.999827694490209,-18.5,231.0,56
5000,0.018913491666374127,8.416828691162479,6.1600790458644585,0.5543016170204135,15.613477522353193,1.0057020242456314,2.9663578933563315,0.8129542748743319,10.476246596560713,1.0,-25.5,224.0,24
5000,0.7046648262921474,9.727625827763278,6.352371202113785,0.7063468048321251,12.35046164267402,7.293432659986973,30.0,0.1873591372213675,20.0,5.0,-42.0,211.0,17
5000,0.7133567859045308,10.0,6.07277209805409,0.6863388241939185,12.60569348490353,2.612185057927813,22.21939425342281,0.2860421459047655,17.867707490826806,4.96004886133161,-21.5,229.5,30
5000,0.27658024233131323,9.48020722754665,5.475194209392602,0.4832957039696995,8.052869786888781,4.017827246506338,2.287701546501208,0.16894891123598646,12.103751241611794,4.3892150200141895,-20.0,228.0,39
5000,0.9974858817579584,10.0,4.997601493197839,0.4905017468707034,8.02323967091203,10.0,5.639606674218326,0.3058725204162861,1.1073270935810187,4.08561802548058,-16.0,235.0,93
5000,0.3084123384578861,9.411544123690701,5.430914116506433,0.5176841402597161,7.91856224886195,3.3070549899023063,2.000246905646695,0.1807137824758358,14.477639174097474,4.371173608737976,-15.5,233.0,58
5000,0.9685309681245267,10.0,4.989308335448203,0.4854892135780225,7.999018241556228,9.995930252983465,5.605370101798979,0.3014722579632111,1.0,4.281756150893572,-15.5,234.0,100
