seed,steps,humanSize,zombiesSize,redCrossSize,redCrossActivationDelay,redCrossEfficiencyProbability,redCrossExhaustionProbability,redCrossInformProbability,zombified,zombifiedAntidotersActivated,zombifiedAntidotersNoActivated,zombifiedNoAntidotersNoActivated,rescued,flee,humans,zombies,pursued,halfRescued
-2979424820786772543,1000,250,4,20,4,0.95,0.6,1.0,166,16,4,146,84,3174,0,154,12690,69
2658474545655148373,1000,250,4,20,4,0.95,0.6,1.0,61,15,5,41,189,1008,0,62,4208,67
2079585401352107055,1000,250,4,20,4,0.95,0.6,1.0,112,20,0,92,138,1852,0,108,6640,76
-7759182943144209557,1000,250,4,20,4,0.95,0.6,1.0,139,16,4,119,111,2817,0,136,9183,69
-8326671238011074305,1000,250,4,20,4,0.95,0.6,1.0,83,17,3,63,167,1252,0,75,6871,98
-2492772738497937315,1000,250,4,20,4,0.95,0.6,1.0,98,19,1,78,152,1908,0,96,4919,55
6089505021326474269,1000,250,4,20,4,0.95,0.6,1.0,110,13,7,90,140,1767,0,109,8207,87
1901779200114648796,1000,250,4,20,4,0.95,0.6,1.0,113,15,5,93,137,1703,0,106,6931,57
-1205530040730767641,1000,250,4,20,4,0.95,0.6,1.0,133,17,3,113,117,2538,0,107,10550,65
4312985969579428319,1000,250,4,20,4,0.95,0.6,1.0,108,17,3,88,142,1635,0,93,5486,90
558367206811410410,1000,250,4,20,4,0.95,0.6,1.0,96,16,4,76,154,1690,0,84,6292,79
509470343980030467,1000,250,4,20,4,0.95,0.6,1.0,47,20,0,27,203,555,0,42,2797,61
4964423054735771752,1000,250,4,20,4,0.95,0.6,1.0,105,17,3,85,145,1886,0,101,6731,129
-5041725897713335153,1000,250,4,20,4,0.95,0.6,1.0,58,20,0,38,192,845,0,53,4046,72
-9027257013253030116,1000,250,4,20,4,0.95,0.6,1.0,110,14,6,90,140,1886,0,107,6608,71
279705445534435867,1000,250,4,20,4,0.95,0.6,1.0,138,16,4,118,112,2437,0,138,13575,90
3590054837371074244,1000,250,4,20,4,0.95,0.6,1.0,70,20,0,50,180,1323,0,58,6954,97
6582618857096718325,1000,250,4,20,4,0.95,0.6,1.0,133,12,8,113,117,2244,0,129,8339,83
-129755264887534756,1000,250,4,20,4,0.95,0.6,1.0,102,16,4,82,148,1999,0,98,7045,86
-106803251963463559,1000,250,4,20,4,0.95,0.6,1.0,58,19,1,38,192,1304,0,57,2939,60
-2631684863449753271,1000,250,4,20,4,0.95,0.6,1.0,113,18,2,93,137,2170,0,104,9522,92
-1959156045068302379,1000,250,4,20,4,0.95,0.6,1.0,79,19,1,59,171,1309,0,71,6986,84
1002785990672324224,1000,250,4,20,4,0.95,0.6,1.0,49,18,2,29,201,578,0,40,2476,73
-1252464680359728237,1000,250,4,20,4,0.95,0.6,1.0,119,14,6,99,131,2665,0,112,8265,67
-8429440920234712200,1000,250,4,20,4,0.95,0.6,1.0,45,19,1,25,205,530,0,26,4742,85
7167263234852284603,1000,250,4,20,4,0.95,0.6,1.0,80,17,3,60,170,1756,0,78,6052,59
-695204533300605727,1000,250,4,20,4,0.95,0.6,1.0,60,17,3,40,190,540,0,54,3247,71
-50498812407125752,1000,250,4,20,4,0.95,0.6,1.0,156,13,7,136,94,3274,0,147,12995,64
-141238852460148327,1000,250,4,20,4,0.95,0.6,1.0,150,16,4,130,100,2678,0,138,10013,61
3485827946326252193,1000,250,4,20,4,0.95,0.6,1.0,72,19,1,52,178,1234,0,67,4888,85
-3490317088267680122,1000,250,4,20,4,0.95,0.6,1.0,71,16,4,51,179,988,0,70,4957,80
3733204175494202953,1000,250,4,20,4,0.95,0.6,1.0,64,17,3,44,186,941,0,58,4597,69
-8957887314108344275,1000,250,4,20,4,0.95,0.6,1.0,141,18,2,121,109,2969,0,131,11307,61
7717722840588060127,1000,250,4,20,4,0.95,0.6,1.0,75,12,8,55,175,1145,0,67,5007,60
-665355826619921003,1000,250,4,20,4,0.95,0.6,1.0,111,14,6,91,139,2015,0,99,9429,74
-237098054140567348,1000,250,4,20,4,0.95,0.6,1.0,160,16,4,140,90,3220,0,144,13137,71
7775046889182976928,1000,250,4,20,4,0.95,0.6,1.0,162,19,1,142,88,3619,0,156,9314,69
-4153216168339585879,1000,250,4,20,4,0.95,0.6,1.0,107,18,2,87,143,1771,0,101,10306,101
-7947331383713656411,1000,250,4,20,4,0.95,0.6,1.0,141,17,3,121,109,2576,0,122,9869,60
3778885223889765736,1000,250,4,20,4,0.95,0.6,1.0,92,16,4,72,158,1115,0,88,5874,74
-6678012943308873750,1000,250,4,20,4,0.95,0.6,1.0,115,17,3,95,135,1793,0,107,7872,76
-2256187090014772227,1000,250,4,20,4,0.95,0.6,1.0,62,19,1,42,188,776,0,57,4357,77
-8690707571516901446,1000,250,4,20,4,0.95,0.6,1.0,89,18,2,69,161,1702,0,76,9681,99
7433384527960354550,1000,250,4,20,4,0.95,0.6,1.0,100,17,3,80,150,1550,0,82,8467,63
-4234542000700699917,1000,250,4,20,4,0.95,0.6,1.0,94,15,5,74,156,1752,0,85,6631,101
-2554327528974209796,1000,250,4,20,4,0.95,0.6,1.0,106,19,1,86,144,1686,0,96,8223,71
-1445099706010761438,1000,250,4,20,4,0.95,0.6,1.0,92,17,3,72,158,1767,0,76,6837,64
5056298197494505265,1000,250,4,20,4,0.95,0.6,1.0,67,17,3,47,183,972,0,63,6379,66
2216918059533513807,1000,250,4,20,4,0.95,0.6,1.0,107,16,4,87,143,2154,0,89,7607,68
963556650157912499,1000,250,4,20,4,0.95,0.6,1.0,96,18,2,76,154,1555,0,85,6607,71
4605336876779226005,1000,250,4,20,4,0.95,0.6,1.0,82,19,1,62,168,1228,0,75,7266,65
-9117822624186938766,1000,250,4,20,4,0.95,0.6,1.0,115,16,4,95,135,1716,0,109,7382,62
-5816116909635946555,1000,250,4,20,4,0.95,0.6,1.0,95,15,5,75,155,1432,0,88,8376,83
-3859834863168124750,1000,250,4,20,4,0.95,0.6,1.0,58,17,3,38,192,793,0,49,4452,64
9019766622440464449,1000,250,4,20,4,0.95,0.6,1.0,161,17,3,141,89,2881,0,151,11514,84
8505436102741231961,1000,250,4,20,4,0.95,0.6,1.0,79,14,6,59,171,1058,0,73,6846,83
-1061952108659066695,1000,250,4,20,4,0.95,0.6,1.0,56,19,1,36,194,663,0,49,4391,69
4081457953659010097,1000,250,4,20,4,0.95,0.6,1.0,85,18,2,65,165,1129,0,80,6532,63
6574687355465217482,1000,250,4,20,4,0.95,0.6,1.0,168,12,8,148,82,2723,0,163,10739,65
-1498202665738351555,1000,250,4,20,4,0.95,0.6,1.0,128,16,4,108,122,2916,0,113,9382,77
-3563812623855255090,1000,250,4,20,4,0.95,0.6,1.0,96,15,5,76,154,1856,0,83,6442,76
-6556448746250916201,1000,250,4,20,4,0.95,0.6,1.0,82,16,4,62,168,1166,0,73,5897,65
-4060980225250653224,1000,250,4,20,4,0.95,0.6,1.0,84,14,6,64,166,1263,0,77,6446,75
-1023697155077863402,1000,250,4,20,4,0.95,0.6,1.0,128,18,2,108,122,2350,0,118,9649,74
-903759379907557337,1000,250,4,20,4,0.95,0.6,1.0,67,19,1,47,183,853,0,62,3889,82
-6127679572089200445,1000,250,4,20,4,0.95,0.6,1.0,114,14,6,94,136,1766,0,108,8985,65
653599570077024578,1000,250,4,20,4,0.95,0.6,1.0,70,16,4,50,180,1215,0,66,6989,79
6392523392569934950,1000,250,4,20,4,0.95,0.6,1.0,122,17,3,102,128,1631,0,116,8777,112
9036592996998938949,1000,250,4,20,4,0.95,0.6,1.0,70,16,4,50,180,1231,0,71,5678,86
6551107083049318534,1000,250,4,20,4,0.95,0.6,1.0,62,16,4,42,188,709,0,57,3682,84
8538905932175627320,1000,250,4,20,4,0.95,0.6,1.0,54,17,3,34,196,721,0,46,4863,71
-3623471213376911500,1000,250,4,20,4,0.95,0.6,1.0,67,15,5,47,183,1119,0,63,4033,120
-8839910702714519882,1000,250,4,20,4,0.95,0.6,1.0,57,16,4,37,193,734,0,51,3822,87
-2069661097098619825,1000,250,4,20,4,0.95,0.6,1.0,80,17,3,60,170,1488,0,73,5881,85
1340483158113925882,1000,250,4,20,4,0.95,0.6,1.0,43,17,3,23,207,400,0,39,3241,79
-7730080222554634026,1000,250,4,20,4,0.95,0.6,1.0,80,16,4,60,170,1691,0,71,6266,78
-8081315055523970422,1000,250,4,20,4,0.95,0.6,1.0,53,20,0,33,197,745,0,49,2729,82
4551057737412034336,1000,250,4,20,4,0.95,0.6,1.0,88,17,3,68,162,1574,0,87,5967,79
8702976749133217442,1000,250,4,20,4,0.95,0.6,1.0,79,17,3,59,171,1237,0,78,4268,78
7536127201385672794,1000,250,4,20,4,0.95,0.6,1.0,129,19,1,109,121,2787,0,113,9651,90
-769702255630866676,1000,250,4,20,4,0.95,0.6,1.0,129,17,3,109,121,2399,0,121,10623,73
990412618950533219,1000,250,4,20,4,0.95,0.6,1.0,91,15,5,71,159,1693,0,93,8665,95
7270106459125049332,1000,250,4,20,4,0.95,0.6,1.0,47,15,5,27,203,585,0,42,3807,77
-2497219886284599711,1000,250,4,20,4,0.95,0.6,1.0,178,19,1,158,72,3396,0,171,12064,103
-8220824538062221040,1000,250,4,20,4,0.95,0.6,1.0,104,18,2,84,146,1897,0,93,8602,76
-337989405629926319,1000,250,4,20,4,0.95,0.6,1.0,90,18,2,70,160,1480,0,79,5653,88
4427593655446416924,1000,250,4,20,4,0.95,0.6,1.0,80,19,1,60,170,1361,0,77,5565,80
7872561548833466542,1000,250,4,20,4,0.95,0.6,1.0,82,16,4,62,168,1148,0,81,5897,60
1915740686554737190,1000,250,4,20,4,0.95,0.6,1.0,105,18,2,85,145,1745,0,98,6536,64
-8166015925790963067,1000,250,4,20,4,0.95,0.6,1.0,37,20,0,17,213,253,0,32,2449,96
4892801720653622073,1000,250,4,20,4,0.95,0.6,1.0,66,14,6,46,184,737,0,63,3214,89
3470697394200855686,1000,250,4,20,4,0.95,0.6,1.0,52,17,3,32,198,802,0,49,2790,70
-5610924452098726767,1000,250,4,20,4,0.95,0.6,1.0,89,19,1,69,161,1727,0,81,6163,78
8406090653236397471,1000,250,4,20,4,0.95,0.6,1.0,104,18,2,84,146,1757,0,101,7178,95
-4114200413319852865,1000,250,4,20,4,0.95,0.6,1.0,67,17,3,47,183,938,0,58,5775,137
-4571564644900620410,1000,250,4,20,4,0.95,0.6,1.0,53,16,4,33,197,592,0,47,3493,66
-8812992677749805463,1000,250,4,20,4,0.95,0.6,1.0,90,18,2,70,160,1669,0,83,6763,76
-683355059087826268,1000,250,4,20,4,0.95,0.6,1.0,111,17,3,91,139,1761,0,108,6213,61
-2454702392107980322,1000,250,4,20,4,0.95,0.6,1.0,143,14,6,123,107,2641,0,140,9257,76
5959489410621626933,1000,250,4,20,4,0.95,0.6,1.0,132,16,4,112,118,2208,0,125,8091,73
4781291774092909633,1000,250,4,20,4,0.95,0.6,1.0,99,20,0,79,151,1746,0,69,10222,89
-2463617804836990613,1000,250,4,20,4,0.95,0.6,1.0,128,16,4,108,122,2270,0,122,7913,77
-5274258661497797363,1000,250,4,20,4,0.95,0.6,1.0,63,19,1,43,187,684,0,60,4581,74
-5736051274228051715,1000,250,4,20,4,0.95,0.6,1.0,134,15,5,114,116,2801,0,132,8012,47
-7246233399903872958,1000,250,4,20,4,0.95,0.6,1.0,151,17,3,131,99,3087,0,141,11807,73
421396903872794881,1000,250,4,20,4,0.95,0.6,1.0,124,17,3,104,126,2657,0,118,8586,72
-340947755114510235,1000,250,4,20,4,0.95,0.6,1.0,126,14,6,106,124,2255,0,126,8308,83
6260389706210556985,1000,250,4,20,4,0.95,0.6,1.0,70,18,2,50,180,1016,0,70,3922,75
3447117385035800978,1000,250,4,20,4,0.95,0.6,1.0,74,18,2,54,176,1149,0,64,4569,102
-755765965311650474,1000,250,4,20,4,0.95,0.6,1.0,68,19,1,48,182,948,0,66,4352,67
-8668890764320048002,1000,250,4,20,4,0.95,0.6,1.0,118,15,5,98,132,2023,0,114,12073,75
1839153340561988814,1000,250,4,20,4,0.95,0.6,1.0,109,18,2,89,141,1741,0,101,10778,77
-8135155687409932234,1000,250,4,20,4,0.95,0.6,1.0,115,19,1,95,135,2323,0,101,10195,79
6869904950179175342,1000,250,4,20,4,0.95,0.6,1.0,109,18,2,89,141,2160,0,104,7375,66
-7974680765107321977,1000,250,4,20,4,0.95,0.6,1.0,186,16,4,166,64,3801,0,175,14525,95
8196275002128017158,1000,250,4,20,4,0.95,0.6,1.0,97,12,8,77,153,1435,0,93,6037,62
1674427995273111553,1000,250,4,20,4,0.95,0.6,1.0,94,20,0,74,156,1551,0,88,9213,107
4457346225297655534,1000,250,4,20,4,0.95,0.6,1.0,46,19,1,26,204,834,0,41,3494,73
-6749750278496290535,1000,250,4,20,4,0.95,0.6,1.0,161,18,2,141,89,2833,0,140,14469,71
2889101123379619227,1000,250,4,20,4,0.95,0.6,1.0,192,17,3,172,58,3925,0,181,16877,64
8391429862605572951,1000,250,4,20,4,0.95,0.6,1.0,130,19,1,110,120,2687,0,124,7936,71
-5327425842863730067,1000,250,4,20,4,0.95,0.6,1.0,96,17,3,76,154,1860,0,90,8008,64
1056478036958732459,1000,250,4,20,4,0.95,0.6,1.0,80,15,5,60,170,1179,0,78,4383,72
1788454675831612744,1000,250,4,20,4,0.95,0.6,1.0,112,17,3,92,138,2033,0,102,7793,75
-5532650204998655097,1000,250,4,20,4,0.95,0.6,1.0,114,17,3,94,136,1842,0,109,8911,78
-1827571976271372336,1000,250,4,20,4,0.95,0.6,1.0,165,16,4,145,85,3087,0,155,10034,57
8158131507237731885,1000,250,4,20,4,0.95,0.6,1.0,58,16,4,38,192,662,0,55,2433,76
5254092073199522360,1000,250,4,20,4,0.95,0.6,1.0,107,19,1,87,143,2175,0,79,9784,59
-5978504073747593167,1000,250,4,20,4,0.95,0.6,1.0,104,16,4,84,146,1588,0,93,7552,68
-2807063205654765127,1000,250,4,20,4,0.95,0.6,1.0,67,20,0,47,183,1039,0,50,5311,80
-7769234679203953509,1000,250,4,20,4,0.95,0.6,1.0,79,18,2,59,171,1406,0,70,6186,136
3384559557538484754,1000,250,4,20,4,0.95,0.6,1.0,111,17,3,91,139,1636,0,101,5685,83
8738447114744012200,1000,250,4,20,4,0.95,0.6,1.0,66,15,5,46,184,862,0,62,4704,71
-7890979966455884351,1000,250,4,20,4,0.95,0.6,1.0,79,16,4,59,171,1369,0,72,5581,91
4300830240492828528,1000,250,4,20,4,0.95,0.6,1.0,92,17,3,72,158,1661,0,87,4183,73
-5229843845621169639,1000,250,4,20,4,0.95,0.6,1.0,141,14,6,121,109,2596,0,129,9086,111
-6235814982602813374,1000,250,4,20,4,0.95,0.6,1.0,94,17,3,74,156,2013,0,86,7303,68
-7067035579848318704,1000,250,4,20,4,0.95,0.6,1.0,117,15,5,97,133,1621,0,110,9846,68
-1321277472199527847,1000,250,4,20,4,0.95,0.6,1.0,63,18,2,43,187,996,0,58,4798,75
3426207723571591186,1000,250,4,20,4,0.95,0.6,1.0,116,18,2,96,134,2109,0,103,9365,79
-4206148082254284415,1000,250,4,20,4,0.95,0.6,1.0,137,14,6,117,113,3020,0,138,9130,78
4596828769589419776,1000,250,4,20,4,0.95,0.6,1.0,81,19,1,61,169,1442,0,76,5425,77
-3585149988918852105,1000,250,4,20,4,0.95,0.6,1.0,125,17,3,105,125,1971,0,116,6653,75
-4902280347325575853,1000,250,4,20,4,0.95,0.6,1.0,39,14,6,19,211,380,0,37,3608,69
8862957297128885200,1000,250,4,20,4,0.95,0.6,1.0,103,15,5,83,147,1912,0,99,7762,79
-9201268894483653356,1000,250,4,20,4,0.95,0.6,1.0,66,19,1,46,184,1236,0,57,5140,70
156570213267967309,1000,250,4,20,4,0.95,0.6,1.0,112,17,3,92,138,2096,0,103,7762,97
-2802248852044306360,1000,250,4,20,4,0.95,0.6,1.0,83,19,1,63,167,1158,0,82,6227,88
-3875684507335495279,1000,250,4,20,4,0.95,0.6,1.0,84,19,1,64,166,1426,0,69,6486,76
25903092337955609,1000,250,4,20,4,0.95,0.6,1.0,51,17,3,31,199,690,0,47,3887,101
2772465354808978649,1000,250,4,20,4,0.95,0.6,1.0,43,18,2,23,207,595,0,39,2752,73
-323668333295165507,1000,250,4,20,4,0.95,0.6,1.0,117,19,1,97,133,2404,0,107,9888,80
-468441538166560117,1000,250,4,20,4,0.95,0.6,1.0,32,19,1,12,218,191,0,31,2124,84
-3417356026504741603,1000,250,4,20,4,0.95,0.6,1.0,69,15,5,49,181,1348,0,65,4470,76
-8576992016770486759,1000,250,4,20,4,0.95,0.6,1.0,76,15,5,56,174,1111,0,75,4207,122
6086617166571734704,1000,250,4,20,4,0.95,0.6,1.0,64,19,1,44,186,990,0,55,5413,62
5440408407163060379,1000,250,4,20,4,0.95,0.6,1.0,142,18,2,122,108,2300,0,129,8331,56
-931577230537759957,1000,250,4,20,4,0.95,0.6,1.0,49,17,1,31,199,911,2,37,6149,98
1790470061960356558,1000,250,4,20,4,0.95,0.6,1.0,90,17,3,70,160,1584,0,78,6414,83
4227802601620708855,1000,250,4,20,4,0.95,0.6,1.0,44,18,2,24,206,470,0,41,3478,72
-7104850084955076742,1000,250,4,20,4,0.95,0.6,1.0,93,16,4,73,157,1243,0,77,6858,75
-268609528726959195,1000,250,4,20,4,0.95,0.6,1.0,121,20,0,101,129,2019,0,107,8701,105
-2123268331332315652,1000,250,4,20,4,0.95,0.6,1.0,85,16,4,65,165,1367,0,84,6222,70
-839526636490139915,1000,250,4,20,4,0.95,0.6,1.0,135,17,3,115,115,2438,0,115,8777,90
848672519006181604,1000,250,4,20,4,0.95,0.6,1.0,121,16,4,101,129,2234,0,118,9158,110
5068498405404142029,1000,250,4,20,4,0.95,0.6,1.0,166,17,3,146,84,3081,0,139,13993,73
-7925999415213952288,1000,250,4,20,4,0.95,0.6,1.0,126,18,2,106,124,1995,0,114,8243,60
-4050206498868056581,1000,250,4,20,4,0.95,0.6,1.0,46,20,0,26,204,539,0,42,4336,73
-1879327471103062916,1000,250,4,20,4,0.95,0.6,1.0,178,14,6,158,72,2965,0,172,10966,54
-1676640417334643010,1000,250,4,20,4,0.95,0.6,1.0,51,16,4,31,199,739,0,47,3869,92
6897421297295487577,1000,250,4,20,4,0.95,0.6,1.0,104,15,5,84,146,2037,0,97,8401,71
4440949913831912950,1000,250,4,20,4,0.95,0.6,1.0,133,17,3,113,117,2400,0,129,9208,79
1765652299730283737,1000,250,4,20,4,0.95,0.6,1.0,60,14,6,40,190,652,0,53,4163,68
3771654359675814763,1000,250,4,20,4,0.95,0.6,1.0,155,15,5,135,95,3332,0,146,12071,76
-1446870139868147784,1000,250,4,20,4,0.95,0.6,1.0,131,15,5,111,119,2675,0,127,11036,65
2246504483073088178,1000,250,4,20,4,0.95,0.6,1.0,82,19,1,62,168,1432,0,67,6189,61
3694823822140980329,1000,250,4,20,4,0.95,0.6,1.0,55,20,0,35,195,667,0,51,4918,73
-817199922089529180,1000,250,4,20,4,0.95,0.6,1.0,53,18,2,33,197,710,0,44,4353,81
3482834262316764763,1000,250,4,20,4,0.95,0.6,1.0,101,18,2,81,149,1713,0,94,7659,71
-7369290054567352278,1000,250,4,20,4,0.95,0.6,1.0,138,15,5,118,112,2650,0,122,11815,79
-6094835651863217683,1000,250,4,20,4,0.95,0.6,1.0,69,18,2,49,181,950,0,61,6996,100
1148576770990246284,1000,250,4,20,4,0.95,0.6,1.0,93,16,4,73,157,1734,0,93,5021,77
-2534031887701079696,1000,250,4,20,4,0.95,0.6,1.0,72,18,2,52,178,956,0,61,6881,82
-7496879201164809628,1000,250,4,20,4,0.95,0.6,1.0,95,18,2,75,155,1765,0,84,8528,89
3665442068165683286,1000,250,4,20,4,0.95,0.6,1.0,115,20,0,95,135,1542,0,102,8838,61
-8464914974744874778,1000,250,4,20,4,0.95,0.6,1.0,113,16,4,93,137,2017,0,109,7493,77
-2438032771530763490,1000,250,4,20,4,0.95,0.6,1.0,100,19,1,80,150,1539,0,87,8136,102
7925932350431510973,1000,250,4,20,4,0.95,0.6,1.0,59,17,3,39,191,802,0,53,3564,61
5004103637277057483,1000,250,4,20,4,0.95,0.6,1.0,65,15,5,45,185,1054,0,58,4473,99
7040750125455099505,1000,250,4,20,4,0.95,0.6,1.0,146,16,4,126,104,2592,0,133,12868,62
3425264499360427460,1000,250,4,20,4,0.95,0.6,1.0,94,13,7,74,156,1317,0,93,6469,58
1932718095156114427,1000,250,4,20,4,0.95,0.6,1.0,115,18,2,95,135,1936,0,104,7383,58
-6692942595885565085,1000,250,4,20,4,0.95,0.6,1.0,81,16,4,61,169,998,0,70,6241,89
-5797929413757591512,1000,250,4,20,4,0.95,0.6,1.0,149,17,3,129,101,3002,0,138,11798,78
-6644317468793028808,1000,250,4,20,4,0.95,0.6,1.0,78,19,1,58,172,1442,0,68,9639,83
-7430224609501450281,1000,250,4,20,4,0.95,0.6,1.0,121,13,7,101,129,2257,0,104,10708,95
4498076159380997917,1000,250,4,20,4,0.95,0.6,1.0,50,16,4,30,200,605,0,44,2743,62
-488712840602033159,1000,250,4,20,4,0.95,0.6,1.0,42,18,2,22,208,651,0,37,4200,90
8789212932317713727,1000,250,4,20,4,0.95,0.6,1.0,99,17,3,79,151,1963,0,96,5804,100
-5604505536702189000,1000,250,4,20,4,0.95,0.6,1.0,80,15,5,60,170,1328,0,77,6243,80
8122577968784343976,1000,250,4,20,4,0.95,0.6,1.0,75,18,2,55,175,854,0,72,3547,65
-7723242539668592867,1000,250,4,20,4,0.95,0.6,1.0,57,16,4,37,193,771,0,46,4865,72
3803856903105333680,1000,250,4,20,4,0.95,0.6,1.0,191,18,2,171,59,3053,0,186,17304,67
2286882882111423186,1000,250,4,20,4,0.95,0.6,1.0,118,14,6,98,132,1974,0,112,6826,64
552593661182961487,1000,250,4,20,4,0.95,0.6,1.0,94,19,1,74,156,1670,0,84,7421,105
-3721167093551210744,1000,250,4,20,4,0.95,0.6,1.0,37,19,1,17,213,323,0,33,2236,69
-1137497900189281467,1000,250,4,20,4,0.95,0.6,1.0,85,18,2,65,165,1310,0,79,5402,87
-6755074580728298798,1000,250,4,20,4,0.95,0.6,1.0,55,18,2,35,195,505,0,49,3210,66
-6789248514416464654,1000,250,4,20,4,0.95,0.6,1.0,107,16,4,87,143,2102,0,99,10126,78
-5817447389097111222,1000,250,4,20,4,0.95,0.6,1.0,112,15,5,92,138,2253,0,97,8851,70
-2058815781912103954,1000,250,4,20,4,0.95,0.6,1.0,121,18,2,101,129,1982,0,119,10180,68
-7619803849803115388,1000,250,4,20,4,0.95,0.6,1.0,48,20,0,28,202,586,0,41,3357,63
8218588597743302199,1000,250,4,20,4,0.95,0.6,1.0,74,17,3,54,176,1351,0,69,5090,75
-327070120858431791,1000,250,4,20,4,0.95,0.6,1.0,75,19,1,55,175,1158,0,69,5347,84
-4968609797612562482,1000,250,4,20,4,0.95,0.6,1.0,88,17,3,68,162,1364,0,78,5558,71
3955975707069875917,1000,250,4,20,4,0.95,0.6,1.0,61,18,2,41,189,1535,0,54,4409,97
-8543287317654696710,1000,250,4,20,4,0.95,0.6,1.0,75,17,3,55,175,1194,0,70,6864,134
-8469638379699840722,1000,250,4,20,4,0.95,0.6,1.0,62,16,4,42,188,857,0,52,5571,83
-3373795382769909972,1000,250,4,20,4,0.95,0.6,1.0,104,16,4,84,146,1739,0,99,7880,82
8876189411210923509,1000,250,4,20,4,0.95,0.6,1.0,57,16,4,37,193,669,0,52,4045,68
6108268072002004433,1000,250,4,20,4,0.95,0.6,1.0,143,14,6,123,107,2943,0,128,9513,69
3667207213408290968,1000,250,4,20,4,0.95,0.6,1.0,58,16,4,38,192,635,0,51,3646,60
5281777118942545757,1000,250,4,20,4,0.95,0.6,1.0,88,20,0,68,162,2088,0,82,6095,71
7472184193459207334,1000,250,4,20,4,0.95,0.6,1.0,53,18,2,33,197,650,0,53,2884,81
6958308897622501430,1000,250,4,20,4,0.95,0.6,1.0,72,18,2,52,178,1130,0,66,5161,92
-483659627268648350,1000,250,4,20,4,0.95,0.6,1.0,97,18,2,77,153,1622,0,92,5923,79
8955781001379704322,1000,250,4,20,4,0.95,0.6,1.0,128,16,4,108,122,3028,0,122,9111,74
-1314096459763083568,1000,250,4,20,4,0.95,0.6,1.0,90,16,4,70,160,1387,0,77,8481,68
4742118177436448676,1000,250,4,20,4,0.95,0.6,1.0,55,16,4,35,195,653,0,43,3621,91
-3536236154458468111,1000,250,4,20,4,0.95,0.6,1.0,71,18,2,51,179,1040,0,62,5609,78
7992867973811831397,1000,250,4,20,4,0.95,0.6,1.0,143,13,7,123,107,2491,0,142,8904,58
2047995498046216217,1000,250,4,20,4,0.95,0.6,1.0,147,16,4,127,103,2856,0,141,11423,85
1195285623249746946,1000,250,4,20,4,0.95,0.6,1.0,87,17,3,67,163,1458,0,76,6855,65
-2054694393515871143,1000,250,4,20,4,0.95,0.6,1.0,172,17,3,152,78,3560,0,161,15772,101
2835269643799875138,1000,250,4,20,4,0.95,0.6,1.0,73,18,2,53,177,1239,0,56,6011,89
-4569841654071078044,1000,250,4,20,4,0.95,0.6,1.0,143,18,2,123,107,2950,0,138,11389,56
-9199248273521179745,1000,250,4,20,4,0.95,0.6,1.0,110,19,1,90,140,1661,0,102,7524,63
-6568997139365356918,1000,250,4,20,4,0.95,0.6,1.0,74,17,3,54,176,1024,0,58,4670,98
6247887000546892926,1000,250,4,20,4,0.95,0.6,1.0,55,17,3,35,195,635,0,50,3508,69
4181067787264578047,1000,250,4,20,4,0.95,0.6,1.0,116,18,2,96,134,2103,0,111,6892,72
7462558817122627923,1000,250,4,20,4,0.95,0.6,1.0,67,13,7,47,183,916,0,68,5136,93
-580362857726081575,1000,250,4,20,4,0.95,0.6,1.0,92,16,4,72,158,1523,0,78,7149,86
-5076136675400178743,1000,250,4,20,4,0.95,0.6,1.0,101,13,7,81,149,1844,0,96,7998,104
5515955739942796378,1000,250,4,20,4,0.95,0.6,1.0,85,14,6,65,165,1374,0,82,5866,65
-4758208728358381703,1000,250,4,20,4,0.95,0.6,1.0,91,17,3,71,159,1535,0,86,7891,111
5371443849507315589,1000,250,4,20,4,0.95,0.6,1.0,84,17,3,64,166,1424,0,79,5969,70
-2880776765579962145,1000,250,4,20,4,0.95,0.6,1.0,87,17,3,67,163,1355,0,83,5967,91
6275007123830994006,1000,250,4,20,4,0.95,0.6,1.0,124,19,1,104,126,2677,0,105,11792,75
3067627327619963802,1000,250,4,20,4,0.95,0.6,1.0,150,16,4,130,100,2981,0,136,12354,58
-2335121214657245781,1000,250,4,20,4,0.95,0.6,1.0,95,17,3,75,155,1721,0,87,5759,50
2972917621963375427,1000,250,4,20,4,0.95,0.6,1.0,134,16,4,114,116,2195,0,127,10015,69
4145843577585796232,1000,250,4,20,4,0.95,0.6,1.0,172,12,8,152,78,3259,0,162,11106,52
-133991099899783702,1000,250,4,20,4,0.95,0.6,1.0,48,17,3,28,202,567,0,44,3322,67
8368289962548169992,1000,250,4,20,4,0.95,0.6,1.0,79,18,2,59,171,1518,0,45,7364,82
5384565389115966413,1000,250,4,20,4,0.95,0.6,1.0,34,18,2,14,216,208,0,32,2154,79
3671145174419127882,1000,250,4,20,4,0.95,0.6,1.0,80,18,2,60,170,1381,0,75,4943,112
-4112486524929542824,1000,250,4,20,4,0.95,0.6,1.0,90,17,3,70,160,1690,0,82,7200,98
3266475298515213536,1000,250,4,20,4,0.95,0.6,1.0,58,14,6,38,192,624,0,54,4430,89
3636456395644326217,1000,250,4,20,4,0.95,0.6,1.0,143,16,4,123,107,2693,0,126,12536,93
5298603410662537726,1000,250,4,20,4,0.95,0.6,1.0,56,18,2,36,194,675,0,52,3993,68
