seed,steps,humanSize,zombiesSize,redCrossSize,redCrossActivationDelay,redCrossEfficiencyProbability,redCrossExhaustionProbability,redCrossInformProbability,zombified,zombifiedAntidotersActivated,zombifiedAntidotersNoActivated,zombifiedNoAntidotersNoActivated,rescued,flee,humans,zombies,pursued,halfRescued
-3794249914932001540,1000,250,4,0,4,1.0,0.6,1.0,116,0,0,116,134,2138,0,119,8451,59
-5733758658230507116,1000,250,4,0,4,1.0,0.6,1.0,90,0,0,90,160,1652,0,92,9298,59
1881067314683375140,1000,250,4,0,4,1.0,0.6,1.0,106,0,0,106,144,1935,0,109,9544,81
-611178602298650209,1000,250,4,0,4,1.0,0.6,1.0,163,0,0,163,87,3118,0,161,11959,92
-6430910393310171948,1000,250,4,0,4,1.0,0.6,1.0,62,0,0,62,188,1344,0,64,5132,66
6570400740437535210,1000,250,4,0,4,1.0,0.6,1.0,49,0,0,49,201,919,0,52,3061,92
-1903427116642568252,1000,250,4,0,4,1.0,0.6,1.0,91,0,0,91,159,1877,0,94,5614,67
-2828678159816217121,1000,250,4,0,4,1.0,0.6,1.0,183,0,0,183,67,3917,0,186,13278,54
-507075592816820352,1000,250,4,0,4,1.0,0.6,1.0,92,0,0,92,158,1693,0,90,4825,74
910743082210316833,1000,250,4,0,4,1.0,0.6,1.0,128,0,0,128,122,2139,0,129,11020,53
-5341947162834955656,1000,250,4,0,4,1.0,0.6,1.0,95,0,0,95,155,1831,0,97,8049,85
-9101718428081621795,1000,250,4,0,4,1.0,0.6,1.0,187,0,0,187,63,3831,0,188,16539,73
6399207326933201356,1000,250,4,0,4,1.0,0.6,1.0,70,0,0,70,180,1263,0,73,4721,86
3901126734607549541,1000,250,4,0,4,1.0,0.6,1.0,140,0,0,140,110,2679,0,140,9312,66
16889589809471505,1000,250,4,0,4,1.0,0.6,1.0,107,0,0,107,143,2088,0,110,9875,74
4938472194233305937,1000,250,4,0,4,1.0,0.6,1.0,88,0,0,88,162,1476,0,92,4891,82
3918168307645813173,1000,250,4,0,4,1.0,0.6,1.0,87,0,0,87,163,1654,0,90,5163,74
6203420298577394226,1000,250,4,0,4,1.0,0.6,1.0,92,0,0,92,158,1792,0,96,6643,74
-1420834404764733714,1000,250,4,0,4,1.0,0.6,1.0,122,0,0,122,128,2411,0,125,9228,91
8601770185624188443,1000,250,4,0,4,1.0,0.6,1.0,66,0,0,66,184,972,0,68,4548,69
-6336843352039567529,1000,250,4,0,4,1.0,0.6,1.0,166,0,0,166,84,3138,0,167,10632,68
6395509010841352017,1000,250,4,0,4,1.0,0.6,1.0,152,0,0,152,98,2934,0,153,12085,87
220666221076418086,1000,250,4,0,4,1.0,0.6,1.0,109,0,0,109,141,2154,0,113,10190,127
2693328667881727789,1000,250,4,0,4,1.0,0.6,1.0,125,0,0,125,125,2170,0,125,9291,97
7242571318263642213,1000,250,4,0,4,1.0,0.6,1.0,110,0,0,110,140,2634,0,112,5526,71
-9069224308595278520,1000,250,4,0,4,1.0,0.6,1.0,50,0,0,50,200,960,0,52,3402,69
-1931075487508628402,1000,250,4,0,4,1.0,0.6,1.0,86,0,0,86,164,1642,0,90,5992,81
6857907871128220301,1000,250,4,0,4,1.0,0.6,1.0,69,0,0,69,181,968,0,73,4819,57
