seed,steps,humanSize,zombiesSize,redCrossSize,redCrossActivationDelay,redCrossEfficiencyProbability,redCrossExhaustionProbability,redCrossInformProbability,zombified,zombifiedAntidotersActivated,zombifiedAntidotersNoActivated,zombifiedNoAntidotersNoActivated,rescued,flee,humans,zombies,pursued,halfRescued,killed,humansDynamic,zombiesDynamic,rescuedDynamic,killedDynamic,zombifiedDynamic,fleeDynamic,pursueDynamic,humansGoneDynamic,zombiesGoneDynamic
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,250,4,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,247,7,0,0,3,42,61,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,244,10,0,0,3,58,87,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,230,13,11,0,3,78,116,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,207,17,19,0,4,76,153,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,183,16,23,2,1,61,166,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,164,16,18,1,1,55,157,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,145,15,19,1,0,32,158,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,125,16,19,0,1,18,129,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,99,14,26,2,0,4,84,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,79,14,20,0,0,2,118,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,65,15,13,0,1,19,119,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,54,16,10,0,1,27,136,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,43,14,11,2,0,21,142,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,41,12,2,2,0,21,129,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,37,13,3,0,1,13,126,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,37,13,0,0,0,23,130,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,34,13,2,1,1,21,129,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,33,11,1,2,0,11,111,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,30,10,3,1,0,8,98,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,27,8,3,2,0,3,83,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,26,6,1,2,0,0,57,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,23,6,3,0,0,0,37,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,21,5,2,1,0,0,29,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,21,4,0,1,0,1,26,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,4,2,0,0,0,19,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,3,0,1,0,0,33,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,3,0,0,0,0,15,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,3,0,0,0,0,12,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,3,0,0,0,0,20,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,3,0,0,0,0,30,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,2,0,1,0,0,20,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,19,1,0,1,0,0,13,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,18,1,1,0,0,0,9,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,17,1,1,0,0,0,7,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,17,1,0,0,0,0,10,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,17,1,0,0,0,3,10,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,1,0,0,1,10,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,0,0,0,0,9,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,0,0,0,0,3,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,0,0,0,0,7,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,0,0,0,0,10,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,0,0,0,0,10,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,1,0,0,0,0,9,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,1,0,0,1,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-3363360416465417637,1000,250,4,20,4,1.0,0.6,1.0,20,0,4,16,214,598,16,0,2838,79,24,16,0,0,0,0,0,0,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,250,4,0,0,0,0,0,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,245,9,0,0,5,43,62,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,235,15,4,0,6,55,123,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,224,19,7,0,4,72,178,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,218,25,0,0,6,91,220,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,198,32,13,0,7,72,266,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,185,36,8,1,5,145,306,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,150,42,29,0,6,202,375,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,118,51,23,0,9,125,433,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,97,52,19,1,2,94,488,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,80,56,12,1,5,70,428,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,65,55,13,3,2,43,443,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,57,55,7,1,1,21,430,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,55,53,2,2,0,16,426,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,54,50,1,3,0,16,411,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,52,48,1,3,1,31,400,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,50,48,1,1,1,31,364,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,50,44,0,4,0,31,316,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,48,44,1,1,1,20,306,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,47,41,1,3,0,9,286,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,45,38,2,3,0,11,297,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,43,39,1,0,1,9,266,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,42,35,1,4,0,2,270,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,42,33,0,2,0,2,279,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,42,31,0,2,0,6,242,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,40,28,2,3,0,5,242,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,38,28,2,0,0,7,235,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,37,26,1,2,0,9,224,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,35,23,2,3,0,9,200,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,35,23,0,0,0,7,195,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,35,22,0,1,0,3,210,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,34,22,1,0,0,1,202,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,34,20,0,2,0,2,199,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,32,19,2,1,0,11,181,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,30,18,2,1,0,1,168,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,30,17,0,1,0,1,167,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,30,17,0,0,0,5,130,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,29,16,1,1,0,1,142,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,28,15,1,1,0,0,104,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,28,14,0,1,0,0,99,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,28,13,0,1,0,4,99,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,28,12,0,1,0,0,81,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,28,12,0,0,0,0,99,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,27,8,1,4,0,0,75,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,25,7,2,1,0,0,76,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,25,5,0,2,0,0,46,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,22,5,3,0,0,0,37,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,22,5,0,0,0,0,50,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,22,5,0,0,0,0,49,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,21,5,1,0,0,2,48,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,21,5,0,0,0,0,24,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,21,3,0,2,0,1,28,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,20,3,1,0,0,13,30,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,18,4,1,0,1,11,33,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,18,4,0,0,0,5,40,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,16,4,2,0,0,4,40,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,1,1,37,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,43,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,36,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,1,44,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,47,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,49,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,33,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,35,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,28,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,36,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,33,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,40,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,37,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,15,5,0,0,0,0,36,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,5,1,0,0,1,46,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,5,0,0,0,0,37,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,5,0,0,0,0,28,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,4,0,1,0,0,39,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,4,0,0,0,0,39,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,4,0,0,0,0,29,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,4,0,0,0,0,28,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,4,0,0,0,0,24,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,3,0,1,0,0,31,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,3,0,0,0,0,18,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,3,0,0,0,0,23,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,3,0,0,0,0,18,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,2,0,1,0,0,6,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,2,0,0,0,0,0,0,0
-1800786079548774583,1000,250,4,20,4,1.0,0.6,1.0,64,0,6,58,172,1322,14,1,12168,81,67,14,2,0,0,0,0,0,0,0
