evolution$generation,panic0,staminaH,hunt0,staminaZ,inf0,out0,fightback,die0,fitness,parcimony
20000,5.8648355615163945,1.2958230253889946,11.90539226316299,1.2153570078273581,0.020743898416612214,0.0,2.1718398092846063E-4,0.0,798919.6583991388,3.0
20000,0.0,83.95497751226719,0.0,99.99999999999996,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.37439224958217,0.0,99.99999999999999,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,14.638925572720984,99.99999999999996,0.26314119103543926,0.024856002149802704,0.0,0.0,0.0,1900522.4796592286,1.0
20000,5.864824039062463,1.2958218344879722,11.902475656261823,1.215357007827358,0.020742052458089882,0.0,0.0,0.0,798920.9686463543,2.0
20000,0.0,83.89563792844609,0.0,99.99999999999999,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.03071895746042,0.0,99.99999999999999,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91014070117664,0.0,100.0,0.010640743085373635,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.87210227528315,0.0,99.99999999999994,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.88242673108954,0.0,99.99999999999996,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.4263749875597,0.0,100.0,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.86638990408353,0.0,99.99999999999996,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.23381353216874,0.0,99.99999999999996,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.1685859410949,0.0,99.99999999999994,0.010640743085373645,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.77913350176655,0.0,99.99999999999999,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89310214017344,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89546312014829,0.0,99.99999999999999,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.1267573813455,0.0,99.99999999999997,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.503924172345,0.0,99.99999999999999,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89788504468424,0.0,100.0,0.010640743085373635,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91441149995283,0.0,99.99999999999996,0.010640743085373643,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91662642926836,0.0,99.99999999999997,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.7482829737079,0.0,99.99999999999997,0.010640743085373628,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.21466243520193,0.0,99.99999999999997,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.48190223408616,0.0,99.99999999999997,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,85.3112689643242,0.0,99.99999999999997,0.010640743085373645,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.42857715036641,0.0,99.99999999999999,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.7614742052118,0.0,99.99999999999997,0.010640743085373631,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89590568818714,0.0,99.99999999999996,0.010640743085373645,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,85.17600983385346,0.0,99.99999999999997,0.010640743085373631,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,85.24601348729564,0.0,100.0,0.010640743085373635,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.75733557097004,0.0,99.99999999999999,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89990360219684,0.0,99.99999999999999,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.85768017202044,0.0,99.99999999999997,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.3346609473198,0.0,100.0,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.92419608342144,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89737511646965,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.09732161594376,0.0,99.99999999999997,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,85.17331860114733,0.0,99.99999999999997,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.20173949366352,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90705673076747,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.50631072824301,0.0,99.99999999999997,0.010640743085373635,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.41421768797338,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,93.60256627523306,0.0,99.99999999999997,0.010640743085373628,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91634629913729,0.0,100.0,0.010640743085373721,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89644779203415,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.9098597326207,0.0,99.99999999999994,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.85819548911478,0.0,99.99999999999999,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89792929863472,0.0,100.0,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.26990754130733,0.0,100.0,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,25.606247219279016,0.0,100.0,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.847096054086,0.0,100.0,0.010640743085373631,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.9791598302768,0.0,100.0,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.0865605789763,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.86155727762443,0.0,99.99999999999997,0.010640743085373714,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90834365973578,0.0,99.99999999999994,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,26.480668151606984,0.0,100.0,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.06332484811257,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.78563066159226,0.0,99.99999999999997,0.010640743085373649,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89297110059401,0.0,99.99999999999999,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90996464516427,0.0,99.99999999999997,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89005893876926,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91018760044633,0.0,99.99999999999997,0.010640743085373645,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.50607843901679,0.0,100.0,0.010640743085373628,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89708363125811,0.0,99.99999999999999,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,82.58037813505787,0.0,99.99999999999994,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.9098464023545,0.0,99.99999999999997,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.19132403928322,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90936239813948,0.0,99.99999999999997,0.010640743085373721,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.383717998676,0.0,99.99999999999999,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,77.74265253797125,0.0,99.99999999999994,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90962222274266,0.0,99.99999999999999,0.010640743085373714,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.75079116900822,0.0,100.0,0.010640743085373631,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.81646794955168,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91351834394692,0.0,99.99999999999999,0.010640743085373635,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90976677239559,0.0,99.99999999999997,0.010640743085373714,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.8970996859761,0.0,100.0,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90853957138108,0.0,99.99999999999997,0.010640743085373645,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.84494591855814,0.0,100.0,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.81389653392944,0.0,100.0,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90982421898536,0.0,99.99999999999996,0.010640743085373714,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.06736689498763,0.0,99.99999999999996,0.01064074308537364,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.90619190531126,0.0,100.0,0.010640743085373635,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89511521574248,0.0,99.99999999999996,0.010640743085373645,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.81583377714217,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.88671728399007,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89532644554966,0.0,99.99999999999996,0.010640743085373643,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89517130168554,0.0,99.99999999999996,0.010640743085373649,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,33.302964163513884,0.0,100.0,0.010640743085373631,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.89441432834401,0.0,99.99999999999997,0.010640743085373633,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.44611686912015,0.0,99.99999999999996,0.010640743085373614,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91376480886339,0.0,99.99999999999997,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.2022272579694,0.0,99.99999999999997,0.010640743085373636,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,84.74700849821498,0.0,99.99999999999999,0.01064074308537364,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.91354979151828,0.0,99.99999999999999,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
20000,0.0,83.84252606178556,0.0,99.99999999999997,0.01064074308537363,0.0,0.0,0.0,6464436.796925371,0.0
