runningHumansAvg,runningHumansMSE,runningHumansMed,runningZombiesAvg,runningZombiesMSE,runningZombiesMed,seed,walkingHumansAvg,walkingHumansMSE,walkingHumansMed,walkingZombiesAvg,walkingZombiesMSE,walkingZombiesMed
164.73,6.815944542027908,164.0,11.56,3.715696435394043,11.5,-6793074391813574962,77.6,7.437741592714821,78.0,0.04,0.3136877428271623,0.0
161.24,7.237568652524133,161.0,12.3,4.136423575989287,12.0,-1031341623406329940,80.35,7.721884485020477,80.0,0.04,0.3136877428271623,0.0
157.9,7.833900688673556,158.0,12.99,4.385190987859024,13.0,-4634101727804207230,83.01,8.178624578741832,82.5,0.03,0.22158519806160293,0.0
154.07,7.567370745509963,153.0,13.69,4.659817592996534,13.5,-1832791459546233122,86.13,7.758421231152635,86.0,0.04,0.27999999999999975,0.0
151.29,8.191819089799287,151.0,14.69,5.03923605321283,15.0,-6579516845303727646,87.91,8.190354082699965,88.0,0.04,0.27999999999999975,0.0
149.09,8.577989274882544,148.5,15.51,5.59194957058806,15.5,-6213290363104733466,89.26,8.807519514596605,90.0,0.04,0.27999999999999975,0.0
146.81,8.384145752549864,147.0,16.38,6.019601315701896,16.5,3460668927548478866,90.58,8.797931575091955,90.5,0.08,0.48332183894378233,0.0
144.75,8.29743936404479,144.0,17.49,6.609833583381657,17.0,6070564781414684756,91.52,9.113155326230318,91.5,0.06,0.44317039612320597,0.0
142.03,8.16511481854358,142.0,18.63,6.919038950605785,18.0,-3034881921757116728,93.1,8.587782018658837,93.0,0.06,0.44317039612320597,0.0
140.31,8.437647776483681,139.5,19.65,7.229626546371536,19.0,-7060776113643583888,93.8,8.616263691415208,93.0,0.06,0.36932370625238825,0.0
138.31,8.719741968659397,137.0,20.94,7.637826916080254,20.0,-1061609476964526536,94.53,8.915665987462743,94.0,0.04,0.27999999999999975,0.0
135.67,8.729324143368718,135.0,22.19,8.29059105251248,21.5,3196007194436331284,95.88,9.230687948360076,95.5,0.04,0.27999999999999975,0.0
134.19,9.15936133144664,134.0,23.6,8.988882021697693,23.0,-1647081349134294147,95.96,9.823359914000912,95.5,0.03,0.22158519806160326,0.0
132.67,8.42265397603392,132.5,24.89,9.28643634555258,24.0,-491066012208117657,96.08,9.850563435661941,96.0,0.12,0.9195651146058111,0.0
131.12,7.9803258078852854,131.0,26.38,9.823217395537982,25.5,4467306602392482605,96.13,10.157416009989943,97.0,0.12,0.908625335328043,0.0
130.43,8.476148889678615,131.5,27.9,10.45035884551339,27.0,7211339873951300401,95.3,10.175952043912156,96.0,0.09,0.8011866199581716,0.0
128.87,8.426927079309516,129.0,29.59,11.169686656303298,27.0,-7943882251975309046,95.18,10.43204677903622,95.5,0.07,0.5339475629684995,0.0
127.28,8.167104750154735,128.0,31.46,11.934337015519544,28.5,9146644470250113221,94.9,9.957409301620578,95.0,0.07,0.5148786264742398,0.0
125.87,8.350634706416031,127.0,33.62,12.876164025050317,31.5,-5132981918059984079,94.1,9.948366700117159,95.0,0.09,0.5494542747126459,0.0
124.78,8.571557618076193,126.5,35.77,13.598422702651952,33.0,3806254550300414657,92.98,10.438371520500693,94.0,0.12,0.6046486583132388,0.0
122.63,9.033996900597213,122.0,37.85,14.50818734370355,34.5,-8822667905178252921,93.0,11.304866208850063,94.0,0.11,0.5982474404458409,0.0
120.95,8.890866099542835,121.0,40.08,15.367940655793802,36.5,2830913697362966586,92.42,12.078228346905853,92.5,0.11,0.6147357155721465,0.0
119.6,8.911789943664514,120.0,42.47,16.333679928295396,40.0,-8104643779105388372,91.36,12.675582826836802,92.0,0.08,0.5418486873657625,0.0
118.29,9.27717090496882,118.0,44.81,17.430258173647342,41.0,-3727206729953020453,90.26,13.164057125369823,91.0,0.07,0.5148786264742398,0.0
117.22,10.070332665806031,117.5,46.98,18.104132125014996,43.5,7229568510765714771,89.1,12.740879090549445,90.0,0.12,0.6209669878504015,0.0
116.5,11.113505297609752,117.0,49.36,18.69252256919863,46.0,1926220791555412292,87.39,12.90263151453997,88.0,0.13,0.7022107945624304,0.0
114.59,10.937179709596073,115.0,52.16,19.597305937296582,49.0,-1623326786322810698,86.38,13.609393814567937,88.0,0.19,0.7961783719745212,0.0
113.25,11.67079688795928,115.0,54.83,20.250953063991826,52.0,-4843688732949863132,84.98,13.57127849541082,85.0,0.21,0.8519976525789258,0.0
111.75,11.92424001771182,114.0,57.9,21.395560287124994,54.0,1917036594503697153,83.2,13.964956140282,83.5,0.4,1.4212670403551888,0.0
110.83,12.731107571613713,113.0,60.27,22.166576190291547,56.5,966206755244749342,81.57,13.97730660749774,81.0,0.56,2.0509509989270835,0.0
109.06,13.163449395960011,111.0,63.26,23.090526195823262,57.0,-255461533179936730,80.12,14.557664647875358,80.5,0.76,2.63104541960035,0.0
107.53,13.557621472810046,109.5,66.33,24.13174465304985,59.5,-4572170451662843720,78.52,14.968954539312358,80.0,0.74,2.548018838234912,0.0
105.88,13.82192461273031,108.0,69.16,24.838566786350615,64.0,-7266757738055801926,77.14,15.370764457241544,78.0,0.91,2.7860186646898075,0.0
104.52,14.524792597486545,106.0,72.11,25.10493776132496,67.5,-7535723992140337156,75.35,15.056809090906345,77.0,1.06,2.756156744454133,0.0
