runningHumansAvg,runningHumansMSE,runningHumansMed,runningZombiesAvg,runningZombiesMSE,runningZombiesMed,walkingHumansAvg,walkingHumansMSE,walkingHumansMed,walkingZombiesAvg,walkingZombiesMSE,walkingZombiesMed
0.287,0.5662428807499524,0.0,14.375,33.06984086747319,0.0,0.131,0.3972895669407879,0.0,234.111,33.650894178312704,248.0
0.281,0.5621734607752282,0.0,14.081,33.0779449029111,0.0,0.113,0.36363580681775826,0.0,234.429,33.66349594144967,248.0
0.269,0.5428065953910284,0.0,13.691,32.7863312830211,0.0,0.111,0.3473888311388267,0.0,234.832,33.3893362617469,248.0
0.263,0.5457389485825571,0.0,13.5,32.665302692612535,0.0,0.101,0.31748858247187217,0.0,235.039,33.2493530613755,248.0
0.251,0.5253560697279562,0.0,12.926,31.934973367767395,0.0,0.095,0.31933524703671334,0.0,235.63,32.48730675202252,248.0
0.238,0.5092700658786105,0.0,11.98,30.83507094202984,0.0,0.091,0.3266787412734386,0.0,236.592,31.387187449658608,248.0
0.217,0.4794903544389607,0.0,11.337,30.25490755232972,0.0,0.096,0.3446505476566063,0.0,237.251,30.766637759105215,248.0
0.204,0.4715760808183574,0.0,10.699,29.336775538562627,0.0,0.098,0.3382247773301048,0.0,237.9,29.84603826305938,248.0
0.201,0.46967967807858285,0.0,10.481,29.240240063993806,0.0,0.09,0.31288975694323923,0.0,238.129,29.708927261010242,248.0
0.187,0.4472482532106717,0.0,9.655,27.52526067088191,0.0,0.093,0.3167822596042915,0.0,238.966,28.03463650557995,248.0
0.176,0.4231122782430234,0.0,9.286,27.125858585490242,0.0,0.09,0.30643106892089017,0.0,239.349,27.602159317705578,248.0
0.17,0.4160528812542898,0.0,8.661,25.494000843335787,0.0,0.089,0.31157503109203066,0.0,239.981,25.922435051514746,248.0
0.166,0.41041929779190695,0.0,8.303,24.99562343691395,0.0,0.076,0.29363923443572465,0.0,240.354,25.389460096662148,248.0
0.162,0.40713142841102296,0.0,7.816,23.95149565267265,0.0,0.07,0.28124722220850684,0.0,240.851,24.352387952724445,248.0
0.154,0.4003548426084021,0.0,7.718,23.906159791986674,0.0,0.069,0.2797123522478059,0.0,240.958,24.30613576856676,248.0
0.148,0.39761287705506154,0.0,7.355,23.105994352115424,0.0,0.066,0.2786467297493385,0.0,241.329,23.48648034508374,248.0
0.145,0.39239648316466824,0.0,6.878,22.52996040830982,0.0,0.056,0.2507269431074356,0.0,241.816,22.86202405737519,248.0
0.132,0.3749346609744187,0.0,6.498,21.99668147698663,0.0,0.063,0.27024248370676085,0.0,242.202,22.30737985510623,248.0
0.13,0.37027017163147646,0.0,6.299,21.419187636322608,0.0,0.055,0.2568559907808275,0.0,242.411,21.685434720106425,248.0
0.12,0.35721142198983186,0.0,5.956,20.584073066329946,0.0,0.051,0.23323593205164359,0.0,242.768,20.827294015305963,248.0
0.114,0.3507192609481279,0.0,5.597,19.6413999246487,0.0,0.053,0.2327896045788971,0.0,243.131,19.887831430299272,248.0
0.114,0.34205847453323085,0.0,5.312,18.88742057561072,0.0,0.048,0.2229259966894861,0.0,243.421,19.13697361131063,248.5
0.108,0.33516563069622735,0.0,4.785,17.666034501268083,0.0,0.047,0.22536858698585402,0.0,243.955,17.91677914693375,249.0
0.103,0.32922788460274915,0.0,4.699,18.378857391034835,0.0,0.046,0.20948508300115415,0.0,244.047,18.597655524285884,249.0
0.101,0.32062283137668,0.0,4.555,17.86910672081836,0.0,0.04,0.1959591794226562,0.0,244.198,18.08432459341514,249.0
0.096,0.3142992204890098,0.0,4.336,17.745227640129066,0.0,0.037,0.18876175460087222,0.0,244.425,17.96675749822436,249.0
0.091,0.3044979474479228,0.0,4.04,16.717846751301497,0.0,0.037,0.1887617546008727,0.0,244.726,16.977777357475283,249.0
0.09,0.30315012782448125,0.0,3.882,16.471128558784468,0.0,0.033,0.1786365024288157,0.0,244.889,16.73746333827204,249.0
0.087,0.2990501630161729,0.0,3.739,16.49584429485187,0.0,0.029,0.17366346766087648,0.0,245.039,16.7487157418114,249.0
0.083,0.29344675837364564,0.0,3.418,15.781611958225508,0.0,0.03,0.17635192088548465,0.0,245.363,16.015780686560387,249.0
0.079,0.2841812801716568,0.0,3.247,15.36242139117377,0.0,0.029,0.17366346766087631,0.0,245.539,15.586098902547745,249.0
0.071,0.26825174743139973,0.0,3.1,14.650529000687753,0.0,0.033,0.1841493958719394,0.0,245.69,14.838864511814899,249.0
0.068,0.2633932421304692,0.0,2.979,14.116534950192193,0.0,0.033,0.1895019788814889,0.0,245.814,14.29389394112039,249.0
0.065,0.2584085911884502,0.0,3.008,14.503721453475377,0.0,0.03,0.18193405398660317,0.0,245.79,14.666966284818416,249.0
0.062,0.2532903472302105,0.0,2.925,14.741959672987859,0.0,0.029,0.17932930602665065,0.0,245.877,14.907913033017074,249.0
0.055,0.23659036328642088,0.0,3.058,16.083986943541134,0.0,0.035,0.19435791725576892,0.0,245.744,16.20600086387757,249.0
0.057,0.24031437743089543,0.0,3.127,16.453658286229338,0.0,0.028,0.16497272501840926,0.0,245.68,16.559698064880237,249.0
0.053,0.23278960457889725,0.0,3.142,16.941187561679385,0.0,0.027,0.16208331191088066,0.0,245.67,17.027539458183647,249.0
0.048,0.21839413911550032,0.0,2.793,16.023799518216496,0.0,0.026,0.1591351626762594,0.0,246.025,16.14714758091963,249.0
0.047,0.21631227427032526,0.0,2.62,15.579139899236923,0.0,0.02,0.14000000000000065,0.0,246.204,15.709054204502532,249.0
0.046,0.2142055087993781,0.0,2.246,13.716321810164565,0.0,0.018,0.1329511188369638,0.0,246.581,13.894583081186733,249.0
0.043,0.20285709255532583,0.0,2.227,13.245734067993535,0.0,0.016,0.12547509713086577,0.0,246.605,13.403916405289918,249.0
0.037,0.1887617546008727,0.0,2.058,12.77523526202139,0.0,0.017,0.12927103310486943,0.0,246.779,12.91325516668826,249.0
0.033,0.17863650242881574,0.0,1.704,11.358890086623703,0.0,0.02,0.14696938456699002,0.0,247.134,11.546343317258552,249.0
0.032,0.17600000000000082,0.0,1.732,11.731588809705137,0.0,0.018,0.14027116596079117,0.0,247.109,11.866638909143585,249.0
0.031,0.17331762749357082,0.0,1.519,10.932137897044624,0.0,0.016,0.1332066064427743,0.0,247.325,11.083833948593764,249.0
0.029,0.16780643611018137,0.0,1.355,9.988542185924713,0.0,0.018,0.14027116596079137,0.0,247.489,10.199013628778035,249.0
0.028,0.164972725018409,0.0,1.415,10.038664004736967,0.0,0.017,0.13678815738213598,0.0,247.431,10.26202899040929,249.0
0.028,0.16497272501840904,0.0,1.363,9.6853100621507,0.0,0.015,0.12155245781143308,0.0,247.485,9.917548840313268,249.0
0.027,0.1620833119108807,0.0,1.323,9.950310095670474,0.0,0.013,0.11327400407860483,0.0,247.528,10.172768354779366,249.0
0.026,0.15913516267625957,0.0,1.252,9.751127934757253,0.0,0.01,0.09949874371066149,0.0,247.603,9.949140214108985,249.0
0.028,0.16497272501840904,0.0,1.035,8.7398955943422,0.0,0.005,0.07053367989832922,0.0,247.823,8.964690234469883,249.0
0.026,0.1591351626762596,0.0,0.954,7.999492733917518,0.0,0.007,0.08337265738837903,0.0,247.904,8.233880251740368,249.0
0.023,0.14990330216509637,0.0,0.891,7.025462191201284,0.0,0.008,0.0890842298052806,0.0,247.969,7.294246979640882,249.0
0.023,0.14990330216509637,0.0,0.755,6.041769194532398,0.0,0.008,0.0890842298052806,0.0,248.105,6.355468118085416,249.0
0.022,0.14668333238647163,0.0,0.692,5.501557597626371,0.0,0.007,0.08337265738837878,0.0,248.169,5.858876940165218,249.0
0.022,0.14668333238647163,0.0,0.647,5.241601949785981,0.0,0.007,0.08337265738837878,0.0,248.214,5.631003818148183,249.0
0.019,0.136524723035793,0.0,0.597,4.837829161927897,0.0,0.009,0.09444045743218255,0.0,248.265,5.2576396795520415,249.0
0.017,0.12927103310486934,0.0,0.591,4.983544822713989,0.0,0.009,0.09444045743218255,0.0,248.273,5.394670610889975,249.0
0.016,0.1254750971308656,0.0,0.572,5.03078681718883,0.0,0.009,0.09444045743218255,0.0,248.293,5.455744770423183,249.0
0.015,0.12155245781143305,0.0,0.585,5.219652766228827,0.0,0.01,0.09949874371066138,0.0,248.28,5.628996358144122,249.0
0.016,0.1254750971308653,0.0,0.552,4.826520071438585,0.0,0.008,0.08908422980528062,0.0,248.314,5.277063956406065,249.0
0.016,0.1254750971308653,0.0,0.499,4.624932323829193,0.0,0.007,0.08337265738837796,0.0,248.368,5.122750823532217,249.0
0.016,0.1254750971308653,0.0,0.479,4.555826928231548,0.0,0.006,0.07722693830523018,0.0,248.389,5.072245952238515,249.0
0.015,0.12155245781143273,0.0,0.495,4.668187549788476,0.0,0.007,0.08337265738837796,0.0,248.373,5.157312381463822,249.0
0.015,0.12155245781143273,0.0,0.494,4.826589271939352,0.0,0.006,0.07722693830523081,0.0,248.375,5.292293926077803,249.0
0.014,0.11749042514179639,0.0,0.467,5.044493136084178,0.0,0.007,0.08337265738837796,0.0,248.402,5.483283322973586,249.0
0.014,0.11749042514179639,0.0,0.467,5.059931916538047,0.0,0.005,0.07053367989832915,0.0,248.404,5.4842304838509675,249.0
0.013,0.11327400407860523,0.0,0.461,5.244661952881276,0.0,0.005,0.07053367989832919,0.0,248.411,5.653855233378385,249.0
0.013,0.11327400407860523,0.0,0.497,5.489261425729305,0.0,0.002,0.044676615807377376,0.0,248.378,5.881931315477933,249.0
0.011,0.10430244484191169,0.0,0.519,5.963693402581967,0.0,0.003,0.05469003565550087,0.0,248.357,6.312333245322193,249.0
0.011,0.10430244484191169,0.0,0.404,4.727661578412765,0.0,0.003,0.05469003565550087,0.0,248.472,5.251591758695634,249.0
0.01,0.09949874371066177,0.0,0.381,4.528999779200713,0.0,0.004,0.0631189353522381,0.0,248.495,5.07621660294358,249.0
0.01,0.09949874371066178,0.0,0.397,4.812420492849742,0.0,0.003,0.05469003565550121,0.0,248.48,5.317480606452643,249.0
0.008,0.08908422980528061,0.0,0.368,4.708564112338286,0.0,0.005,0.07053367989832926,0.0,248.509,5.22588930231019,249.0
0.008,0.08908422980528061,0.0,0.347,4.521790685115768,0.0,0.005,0.07053367989832926,0.0,248.53,5.051049395917647,249.0
0.008,0.08908422980528061,0.0,0.379,4.976480583705662,0.0,0.005,0.07053367989832926,0.0,248.498,5.466442718990117,249.0
0.008,0.08908422980528061,0.0,0.373,4.949532402156769,0.0,0.005,0.07053367989832926,0.0,248.504,5.439851468560516,249.0
0.01,0.09949874371066178,0.0,0.379,4.99513353174862,0.0,0.003,0.05469003565550121,0.0,248.498,5.483793942153558,249.0
0.01,0.09949874371066178,0.0,0.376,5.009253836650697,0.0,0.002,0.044676615807377,0.0,248.502,5.480693021872331,249.0
0.01,0.09949874371066178,0.0,0.289,4.3709814687321735,0.0,0.002,0.044676615807377,0.0,248.589,4.902456425099581,249.0
0.01,0.09949874371066178,0.0,0.271,4.382642924081319,0.0,0.002,0.044676615807377,0.0,248.607,4.910656880703488,249.0
0.01,0.09949874371066178,0.0,0.268,4.367628189303599,0.0,0.001,0.03160696125855859,0.0,248.611,4.893023502906972,249.0
0.011,0.10430244484191169,0.0,0.263,4.913026663880375,0.0,0.0,0.0,0.0,248.616,5.392452503267839,249.0
0.011,0.10430244484191169,0.0,0.316,5.930610761127408,0.0,0.0,0.0,0.0,248.563,6.330721206940035,249.0
0.01,0.09949874371066178,0.0,0.268,4.532127094422599,0.0,0.001,0.03160696125855859,0.0,248.611,5.042983144925232,249.0
0.01,0.09949874371066178,0.0,0.316,5.954506192792164,0.0,0.001,0.03160696125855859,0.0,248.563,6.351537687835938,249.0
0.01,0.09949874371066178,0.0,0.315,6.098833904936195,0.0,0.001,0.03160696125855859,0.0,248.564,6.484127080802783,249.0
0.009,0.0944404574321834,0.0,0.341,6.055965571236435,0.0,0.001,0.03160696125855859,0.0,248.539,6.419383070046523,249.0
0.009,0.0944404574321834,0.0,0.196,3.7292873313811103,0.0,0.001,0.03160696125855859,0.0,248.684,4.333606350373786,249.0
0.009,0.09444045743218352,0.0,0.21,3.774109166412583,0.0,0.001,0.03160696125855842,0.0,248.67,4.376882452156981,249.0
0.009,0.09444045743218352,0.0,0.203,3.7290469291764836,0.0,0.001,0.03160696125855842,0.0,248.677,4.33574341953026,249.0
0.008,0.08908422980528063,0.0,0.2,3.658961601329064,0.0,0.001,0.03160696125855842,0.0,248.681,4.27284904952189,249.0
0.008,0.08908422980528063,0.0,0.209,3.8511451543663613,0.0,0.001,0.03160696125855842,0.0,248.672,4.436486898436636,249.0
0.008,0.08908422980528063,0.0,0.209,3.793852791029128,0.0,0.001,0.03160696125855842,0.0,248.672,4.392085609366003,249.0
0.008,0.08908422980528063,0.0,0.2,3.697296309467305,0.0,0.001,0.03160696125855842,0.0,248.681,4.309900114851864,249.0
0.008,0.08908422980528063,0.0,0.186,3.496484520200209,0.0,0.001,0.03160696125855842,0.0,248.695,4.147285256646814,249.0
0.008,0.08908422980528063,0.0,0.199,3.781190156551274,0.0,0.001,0.03160696125855842,0.0,248.682,4.389860590041552,249.0
0.006,0.07722693830523147,0.0,0.226,3.852132396478588,0.0,0.003,0.05469003565550109,0.0,248.655,4.452412267524198,249.0
0.006,0.07722693830523147,0.0,0.275,4.674117563776155,0.0,0.002,0.04467661580737738,0.0,248.607,5.178276836941116,249.0
0.006,0.07722693830523147,0.0,0.283,5.533255009485765,0.0,0.002,0.04467661580737738,0.0,248.599,5.977474299401058,249.0
0.006,0.07722693830523147,0.0,0.269,5.160682028569403,0.0,0.002,0.04467661580737738,0.0,248.613,5.6330481091501206,249.0
0.006,0.07722693830523147,0.0,0.285,5.6147818301338654,0.0,0.002,0.04467661580737738,0.0,248.597,6.050668640737151,249.0
0.006,0.07722693830523147,0.0,0.267,5.133976139406923,0.0,0.002,0.04467661580737738,0.0,248.615,5.608099054046775,249.0
0.007,0.08337265738837915,0.0,0.285,5.575282504053171,0.0,0.001,0.03160696125855822,0.0,248.597,6.0151966717639445,249.0
0.006,0.07722693830523147,0.0,0.285,5.543083528145809,0.0,0.0,0.0,0.0,248.599,5.9809864570988776,249.0
0.006,0.07722693830523147,0.0,0.257,5.3185478281200735,0.0,0.0,0.0,0.0,248.627,5.765056027481425,249.0
0.006,0.07722693830523147,0.0,0.269,5.257436542650695,0.0,0.0,0.0,0.0,248.615,5.715485543678711,249.0
0.006,0.07722693830523147,0.0,0.274,5.06566125989495,0.0,0.0,0.0,0.0,248.61,5.549225171138747,249.0
0.006,0.07722693830523147,0.0,0.278,4.973400848513976,0.0,0.0,0.0,0.0,248.606,5.4738253534433925,249.0
0.006,0.07722693830523147,0.0,0.254,4.513478038054371,0.0,0.0,0.0,0.0,248.63,5.058962344196694,249.0
0.006,0.07722693830523147,0.0,0.231,4.1344454283494825,0.0,0.0,0.0,0.0,248.653,4.724467271555601,249.0
0.006,0.07722693830523147,0.0,0.193,3.827499314173754,0.0,0.0,0.0,0.0,248.691,4.458421133091849,249.0
0.005,0.07053367989832923,0.0,0.172,3.7662203865413835,0.0,0.001,0.03160696125855825,0.0,248.712,4.404435945725647,249.0
0.005,0.07053367989832923,0.0,0.176,3.836277362235427,0.0,0.001,0.03160696125855825,0.0,248.708,4.467967770698446,249.0
0.005,0.07053367989832923,0.0,0.18,3.872157021609536,0.0,0.001,0.03160696125855843,0.0,248.704,4.5084791227197645,249.0
0.005,0.07053367989832923,0.0,0.185,3.9146870883890106,0.0,0.001,0.03160696125855843,0.0,248.699,4.541189161442201,249.0
0.005,0.07053367989832923,0.0,0.184,3.8611065771356285,0.0,0.001,0.03160696125855843,0.0,248.7,4.49711018321767,249.0
0.005,0.07053367989832923,0.0,0.179,3.803282661070598,0.0,0.001,0.03160696125855843,0.0,248.705,4.443419291491661,249.0
0.004,0.0631189353522381,0.0,0.18,3.8592227196677875,0.0,0.002,0.044676615807377286,0.0,248.704,4.490477034792627,249.0
0.004,0.0631189353522381,0.0,0.183,3.809660221069545,0.0,0.002,0.044676615807377286,0.0,248.701,4.446301721655839,249.0
0.003,0.05469003565550121,0.0,0.178,3.465013131288211,0.0,0.002,0.044676615807377286,0.0,248.707,4.130998789639131,249.0
0.003,0.05469003565550121,0.0,0.096,1.9268585832904233,0.0,0.002,0.044676615807377286,0.0,248.789,3.038828557191065,249.0
0.003,0.05469003565550121,0.0,0.102,1.9635671620802817,0.0,0.002,0.044676615807377286,0.0,248.783,3.063969810556234,249.0
0.002,0.04467661580737728,0.0,0.111,2.0882238864642964,0.0,0.003,0.05469003565550107,0.0,248.774,3.1456198117382295,249.0
0.002,0.04467661580737728,0.0,0.114,2.1704847384858716,0.0,0.003,0.05469003565550107,0.0,248.771,3.2035229045536737,249.0
0.002,0.04467661580737728,0.0,0.109,2.163589378787033,0.0,0.001,0.03160696125855859,0.0,248.778,3.189783064724001,249.0
0.001,0.03160696125855825,0.0,0.103,2.1666543332982355,0.0,0.002,0.04467661580737722,0.0,248.784,3.178890372441314,249.0
0.001,0.03160696125855825,0.0,0.102,2.1525789184138984,0.0,0.002,0.04467661580737722,0.0,248.785,3.169349302301664,249.0
0.001,0.03160696125855825,0.0,0.097,2.0879633617475273,0.0,0.002,0.04467661580737722,0.0,248.79,3.1260038387692304,249.0
0.001,0.03160696125855825,0.0,0.081,1.6316981951329244,0.0,0.002,0.04467661580737722,0.0,248.806,2.8242457400162633,249.0
0.002,0.04467661580737728,0.0,0.065,1.2995287607436783,0.0,0.0,0.0,0.0,248.823,2.631286947484068,249.0
0.002,0.04467661580737728,0.0,0.038,0.9047408468727379,0.0,0.0,0.0,0.0,248.85,2.4579462972164423,249.0
0.002,0.04467661580737728,0.0,0.072,1.9336018204377066,0.0,0.0,0.0,0.0,248.816,3.0262425547202905,249.0
0.002,0.04467661580737728,0.0,0.071,1.927682287100233,0.0,0.0,0.0,0.0,248.817,3.022831619524961,249.0
0.002,0.04467661580737728,0.0,0.071,1.927682287100233,0.0,0.0,0.0,0.0,248.817,3.022831619524961,249.0
0.002,0.04467661580737728,0.0,0.069,1.9173520803441446,0.0,0.0,0.0,0.0,248.819,3.0169917136114246,249.0
0.002,0.04467661580737728,0.0,0.066,1.8776698325317975,0.0,0.0,0.0,0.0,248.822,2.9917078734395095,249.0
0.002,0.04467661580737728,0.0,0.07,1.9222642898415365,0.0,0.0,0.0,0.0,248.818,3.0197476715778797,249.0
0.002,0.04467661580737728,0.0,0.071,1.927682287100233,0.0,0.0,0.0,0.0,248.817,3.022831619524961,249.0
0.002,0.04467661580737728,0.0,0.072,1.9336018204377066,0.0,0.0,0.0,0.0,248.816,3.0262425547202905,249.0
0.002,0.04467661580737728,0.0,0.069,1.8655398682419038,0.0,0.0,0.0,0.0,248.819,2.981650381919384,249.0
0.002,0.04467661580737728,0.0,0.058,1.5253314393927702,0.0,0.0,0.0,0.0,248.83,2.770036100847784,249.0
0.001,0.03160696125855828,0.0,0.04,0.9035485598461255,0.0,0.001,0.03160696125855825,0.0,248.848,2.4517128706273965,249.0
0.001,0.03160696125855828,0.0,0.026,0.6077203304152329,0.0,0.001,0.03160696125855825,0.0,248.862,2.3415712673331104,249.0
0.001,0.03160696125855828,0.0,0.019,0.5409611816017854,0.0,0.001,0.03160696125855825,0.0,248.869,2.3164280692480004,249.0
0.0,0.0,0.0,0.018,0.538215570194693,0.0,0.001,0.03160696125855825,0.0,248.871,2.3130843045596086,249.0
0.0,0.0,0.0,0.017,0.5373183413954903,0.0,0.001,0.03160696125855825,0.0,248.872,2.31205882278111,249.0
0.0,0.0,0.0,0.015,0.47410441887837323,0.0,0.001,0.03160696125855825,0.0,248.874,2.2991572369022517,249.0
0.0,0.0,0.0,0.013,0.4108904963612568,0.0,0.0,0.0,0.0,248.877,2.282952255304513,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,2.2578529624402046,249.0
