humansRunning,humansWalking,zombifiedRunning,zombifiedWalking
0.0,250.0,0.0,0.0
24.924679664786222,221.64526990845204,2.587662751611184,0.8423876751504884
44.039294198062656,199.14766574571598,5.712895455024443,1.1001446011970206
58.970169684896284,180.88021574821857,8.788684407600375,1.3609301592848808
70.856249019242,165.70334020223274,11.81562408299418,1.6247866955311356
80.46751454504751,152.8464286812307,14.794313596912023,1.891743176809896
88.3293148347006,141.7835140294465,17.725342415498538,2.161828720354358
94.81109940137404,132.1445348614016,20.609293337301295,2.4350723999230732
100.1817278002436,123.66002903872716,23.44673973259764,2.711503428431777
104.64300307267379,116.12759920432966,26.238246632728746,2.991151090268023
108.35025055486334,109.39133386031654,28.984370849135303,3.274044735685052
111.42544968360642,103.32867627338523,31.685660201618653,3.5602138413898627
113.96601882900337,97.84163704007344,34.34265632423093,3.849687806692355
116.05081583224174,92.85079595495019,36.95589206870546,4.142496144102742
117.74444681200907,88.29099225074293,39.5258925293924,4.4386684078556975
119.10039248260573,84.10819817436666,42.05317515559179,4.7382341874358795
120.16332497176639,80.25720283278761,44.53824902518812,5.041223170257858
120.97087836637377,76.69983921894142,46.98161748666267,5.347664928022003
121.55497498226578,73.40366018731355,49.38377571510917,5.657589115311371
121.94287616258876,70.34088676576391,51.74521167740095,5.971025394246297
122.15800247261065,67.48758786192055,54.06640623837461,6.288003427094028
122.22058209732818,64.82303248496126,56.34783247670874,6.608552941001616
122.14818136037245,62.32915696041906,58.589958174723186,6.932703504485161
121.95611704007774,59.990154709633835,60.793243516268944,7.260484734019323
121.6578034796687,57.792128309134476,62.958141996429504,7.5919262147672555
121.2650346310069,55.722807354692435,65.08510052206536,7.927057492235307
120.78821560843375,53.771317485526914,67.17455876702931,8.265908139010104
120.23656130606938,51.92797965197888,69.22695152057811,8.608507521373621
119.61825326449765,50.18415520448309,71.24270651718588,8.95488501383343
118.94057786682262,48.53210692250657,73.22224529476934,9.305069915901623
118.21004155117662,46.96488371599508,75.16598329006143,9.659091442766947
117.43246782779279,45.476224147766956,77.07432923046258,10.016978793977819
116.61308347326762,44.06046826538955,78.94768735109162,10.378760910251348
115.75658714683073,42.71249081003752,80.7864553472887,10.74446669584316
114.86721199337039,41.427637890189246,82.59102518505716,11.114124931383278
113.94877879014888,40.2016737546095,84.36178319168943,11.487764263552217
113.00474155836741,39.03073568424441,86.09910948174581,11.86541327564248
112.03822908845201,37.91129062481799,87.80338005201374,12.247100234716306
111.05207829611282,36.840103534084655,89.4749648481424,12.63285332166017
110.04886539549221,35.814205533677715,91.11422853070495,13.022700540125161
109.03093275125339,34.83086698207812,92.72153056145734,13.416669705211294
108.00041230245473,33.887574520596736,94.29722466111699,13.814788515831765
106.95924713726508,32.982007779493216,95.84166079077099,14.217084292470984
105.90920916325702,32.11202329730747,97.35518332472465,14.623584214711173
104.8519157802377,31.27563721807812,98.83813177531393,15.034315226370573
103.78884444281769,30.47101065883302,100.290840875129,15.449304023220575
102.72134557449871,29.69643723399856,101.71364006443326,15.868577127069885
101.65065439555997,28.950329623090653,103.10685536686753,16.292160614482192
100.57790100818467,28.23121096911566,104.47080766119952,16.720080361500514
99.504119814616,27.537704872508886,105.80581336774789,17.152361945127588
98.43025787498976,26.86852696802975,107.11218452685587,17.58903063012499
97.3571824623095,26.222477779015954,108.39022831394733,18.03011144472768
96.28568777975082,25.598434502743217,109.64024881670736,18.475628900799077
95.21650112155282,24.995346234043733,110.86254539899106,18.925607245412905
94.15028841820917,24.412227871449375,112.05741335146467,19.380070358877376
93.08765925996696,23.848155032776596,113.2251439665641,19.839041740692913
92.02917154939807,23.302259784471268,114.36602407932942,20.302544586801854
90.97533538331746,22.773725362292694,115.48033775260299,20.77060150178738
89.92661706477162,22.26178345142697,116.56836472689913,21.24323475690279
88.88344246832223,21.765710309157868,117.63038103761639,21.720466184903916
87.8462001769839,21.284823571079038,118.66665908666545,22.202317165272024
86.81524448145231,20.81847960829063,119.67746720735813,22.688808702899227
85.79089761609762,20.36606998727716,120.66307126355032,23.179961133075185
84.77345253425918,19.92701990047392,121.62373317978665,23.67579438548058
83.76317499194857,19.50078560469436,122.55971152719802,24.17632787615932
82.76030557019,19.08685234573454,123.47126159192923,24.68158049214654
81.76506169069972,18.684732675328913,124.35863496248541,25.19157067148626
80.77763886153843,18.293963988412095,125.22208104815482,25.706316101894956
79.79821270774292,17.914107617864268,126.0618456842333,26.22583399015971
78.8269402739708,17.54474708589226,126.87817168848409,26.750140951652938
77.86396136365107,17.185486715364085,127.67129892644448,27.27925299454051
76.90939994688702,16.835950532340608,128.44146391974832,27.813185601024276
75.96336479358315,16.49578049709569,129.18890128859778,28.35195342072345
75.02595103607793,16.164635991748543,129.91384242733577,28.895570544837913
74.09724098146081,15.84219259173808,130.61651603311884,29.44405039368248
73.1773050185192,15.528141112666486,131.29714816812836,29.99740570068597
72.26620263705462,15.22218688069765,131.95596188749957,30.555648594748124
71.36398267462556,14.92404842577314,132.5931786100672,31.118790289534175
70.4706845725201,14.633457205805065,133.20901685999334,31.68684136168155
69.5863388727687,14.350156721235019,133.80369276909002,32.25981163690629
68.71096784408222,14.073901845970255,134.37742013590795,32.837710174039685
67.8445862448652,13.804458334748073,134.9304100720021,33.42054534838457
66.9872013233596,13.541601833703158,135.46287230466228,34.00832453827477
66.13881386417344,13.285117748583541,135.9750139807244,34.60105440651853
65.29941847866043,13.034800591867999,136.46704014376735,35.198740785704146
64.46900404374779,12.790453503691133,136.939153790005,35.801388662556064
63.64755429092805,12.55188791518296,137.39155553171994,36.40900226216919
62.835047648592926,12.318922782875376,137.82444483519305,37.02158473333874
62.03145813949356,12.091384544932755,138.23801888322762,37.63913843234603
61.23675553379189,11.869106629792535,138.63247302825175,38.26166480816382
60.45090566067791,11.65192910698693,139.0080008448909,38.889164387444296
59.67387087592714,11.43969845507549,139.36479380949447,39.52163685950286
58.90560980412107,11.23226695778694,139.70304247602124,40.15908076207068
58.14607812562801,11.029492713750434,140.02293539418133,40.80149376644023
57.3952286375604,10.831239259810292,140.3246595392919,41.44887256333742
56.653011477313605,10.637375312433118,140.6084003613716,42.101212848881666
55.91937450313808,10.447774606908114,140.87434147977478,42.758509410178974
55.1942629744428,10.262315412915203,141.12266579935556,43.4207558132865
54.477620253665485,10.080880576190996,141.35355448149832,44.087944688645095
53.769387805254354,9.903357224892186,141.56718735140726,44.760067618446094
53.06950535724034,9.72963657530873,141.76374294352743,45.43711512392332
52.37791121791297,9.559613820292096,141.9433982103949,46.11907675139994
51.69454191986405,9.393187734753893,142.10632958100538,46.80594076437654
51.01933285390536,9.23026073565778,142.25271198234816,47.49769442808848
50.35221822647182,9.070738649627778,142.38271922465702,48.194323899243244
49.693131176985425,8.914530565053555,142.49652404294298,48.89581421501795
49.04200404644363,8.761548754916225,142.5942978192571,49.602149379382794
48.39876800262034,8.611708351218727,142.67621158483234,50.313312061328254
47.76335361797733,8.464927414669354,142.74243509005927,51.0292838772937
47.135690799500594,8.321126748210936,142.79313716809878,51.750045284189454
46.51570887413941,8.180229783088569,142.82848577229723,52.47557557047461
45.903336820354916,8.042162525939652,142.84864771115124,53.205852942553975
45.298502886373136,7.906853286917516,142.85378959547103,53.940854231238
44.70113512066189,7.7742327535866655,142.84407695504916,54.68055517070191
44.11116128393592,7.644233839411415,142.81967458092436,55.42493029572809
43.52850891130013,7.516791595021782,142.78074655844912,56.173952935228655
42.95310551462963,7.391843172548769,142.72745601434127,56.92759529847998
42.38487820200867,7.269327596187501,142.65996600984272,57.68582819196058
41.82375416711418,7.1491858368477175,142.57843870262286,58.44862129341468
41.269660590215736,7.031360687633229,142.48303566789747,59.21594305425289
40.72252468316704,6.9157966940341655,142.37391792693487,59.987760695863294
40.18227386833403,6.802440130586887,142.25124570567155,60.764040295406865
39.6488354047542,6.691238805430955,142.11517927461668,61.54474651519754
39.12213684126541,6.58214213356781,141.96587815480228,62.32984287036393
38.602105911314474,6.475101033450773,141.80350141790294,63.11929163733113
38.08867056522758,6.370067871554454,141.62820770999065,63.913053853226565
37.58175912991558,6.266996447872987,141.44015502129741,64.71108940091334
37.08129994546886,6.1658418280377125,141.23950147343072,65.51335675306197
36.587221785839034,6.066560413889795,141.0264045684413,66.31981323182926
36.09945375085965,5.969109856780926,140.80102146805126,67.13041492430759
35.61792528902652,5.873449013178701,140.56350901251216,67.94511668528196
35.142566341166315,5.779537936510079,140.3140235011973,68.76387222112567
34.67330698989837,5.687337731872455,140.05272142756908,69.58663385065937
34.21007785095164,5.596810623182561,139.77975877066237,70.41335275520274
33.7528099648033,5.50791987985318,139.4952912535233,71.24397890181947
33.301434812347836,5.4206297809520185,139.19947435708156,72.07846104961793
32.85588444497317,5.334905611593277,138.8924631113567,72.91674683207604
32.416091148406935,5.25071353635791,138.57441277854198,73.75878253669231
31.98198780723159,5.168020662644166,138.24547818640983,74.60451334371359
31.553507797831344,5.086794978162352,137.90581396608098,75.45388325792459
31.13058499871865,5.007005321783091,137.55557456088872,76.30683511860887
30.713153908925186,4.928621383172662,137.19491402809172,77.16331067980975
30.301149327096645,4.851613591849516,136.82398667040596,78.02325041064735
29.894506691388045,4.7759531765973335,136.44294641102556,78.8865937209886
29.49316197489377,4.701612111793583,136.05194701087987,79.75327890243238
29.097051691955055,4.628563093533141,135.65114207255039,80.62324314196094
28.70611300638143,4.556779541555725,135.24068485248105,81.49642259958136
28.3202834261901,4.486235501481202,134.82072884131196,82.37275223101643
27.939501120775855,4.416905700296555,134.39142718036206,83.25216599856513
27.56370481962424,4.3487654999629095,133.95293285859498,84.13459682181758
27.192833815598856,4.281790877732019,133.50539871173578,85.01997659493294
26.82682806421638,4.215958429668423,133.04897724506836,85.90823626104643
26.465627894091753,4.151245284078336,132.58382116298841,86.79930565884113
26.10917430305583,4.0876291531763425,132.1100828269167,87.69311371685075
25.757408860678147,4.025088292739603,131.6279144322747,88.58958841430723
25.410273709291506,3.9636014857813318,131.1374680030437,89.48865680188305
25.067711655323734,3.903148047155069,130.63889522532568,90.39024507219501
24.729665895272223,3.843707746558672,130.13234792663673,91.29427843153186
24.396080292266518,3.7852608565431716,129.61797757531002,92.20068127587977
24.06689928272678,3.727788117230371,129.09593543787713,93.10937716216526
23.742067875703384,3.671270722692615,128.56637256940414,94.0202888321995
23.421531737100505,3.6156903262619395,128.02943965807265,94.93333827856453
23.10523693083545,3.561028971778041,127.4852874548699,95.8484466425162
22.793130177201643,3.5072691381334273,126.93406631459601,96.76553437006851
22.485158763841525,3.4543937082615224,126.3759263341492,97.68452119374743
22.181270543843386,3.4023859577122404,125.81101733906524,98.60532615937868
21.881414013561947,3.351229560388549,125.23948873943976,99.52786768660937
21.585538068502046,3.3009085269347636,124.66148991083281,100.45206349372988
21.29359224471894,3.251407246027202,124.07716977701287,101.37783073224055
21.005526634176768,3.2027104569885045,123.48667692975131,102.30508597908302
20.721291881942502,3.1548032401557338,122.89015961207622,103.23374526582515
20.440839258205823,3.1076710228405964,122.28776558590064,104.16372413305251
20.16412042834991,3.0612995239362797,121.67964246514653,105.09493758256691
19.891087678524944,3.015674792166954,121.06593734033117,106.02730018897655
19.621693835384935,2.9707831818007233,120.44679688058666,106.96072610222744
19.355892262640317,2.9266113444894617,119.82236731420831,107.8951290786617
19.093636927798073,2.8831462353038924,119.19279430838345,108.83042252851442
18.834882185833166,2.8403750627835334,118.55822325572832,109.76651949565482
18.579582989983788,2.798285324355611,117.91879894076727,110.70333274489306
18.3276948158031,2.756864784711498,117.27466562498945,111.64077477449578
18.07917365727142,2.716101468861444,116.6259670253326,112.57875784853445
17.833976088712088,2.675983668136714,115.97284620640733,113.51719403674369
17.59205906144882,2.636499895026088,115.31544582184144,114.45599522168344
17.3533801007949,2.5976389159676376,114.65390782260148,115.39507316063575
17.11789723431502,2.559389732027136,113.98837352599006,116.33433950766751
16.885568987652643,2.5217415729609227,113.31898359274405,117.27370584664199
16.656354442022725,2.484683903107933,112.6458779321313,118.21308372273774
16.43021304322811,2.4482063804535046,111.96919589968792,119.15238467663009
16.20710478574571,2.4122988869876023,111.28907604719947,120.0915202800668
15.986990145066239,2.376951511383106,110.60565617661852,121.03040216693168
15.76983007335571,2.3421545438992637,109.91907331647356,121.96894206627097
15.55558605288185,2.3078984821094592,109.2294636401719,122.90705182483632
15.344219916761668,2.2741739937132057,108.53696262189989,123.84464346762472
15.135694020985708,2.24097194464329,107.8417048279133,124.78162920645715
14.929971180684236,2.2082833834897846,107.14382395641361,125.71792147941187
14.727014665714147,2.1760995371076532,106.4434528139618,126.65343298321599
14.526788250338452,2.144411816143398,105.74072324725446,127.58807668626325
14.329256045084435,2.1132117811825286,105.0357662591221,128.52176591461057
14.1343826574907,2.082491168776367,104.32871184058673,129.45441433314588
13.942133132136078,2.0522418773967166,103.6196889977734,130.38593599269336
13.752472946221822,2.0224559636360233,102.90882572899926,131.31624536114245
13.56536805579141,1.9931256475088743,102.1962489702026,132.24525732649678
13.380784738092462,1.9642432815777673,101.48208467311798,133.17288730721143
13.198689741779141,1.935801375058432,100.76645767734597,134.09905120581598
